UF,Município,Agropecuária_2019,Agropecuária_2020,Agropecuária_VrAbs,Agropecuária_Vr,Indústria_2019,Indústria_2020,Indústria_VrAbs,Indústria_Vr,Construção_2019,Construção_2020,Construção_VrAbs,Construção_Vr,Comércio_2019,Comércio_2020,Comércio_VrAbs,Comércio_Vr,Serviços_2019,Serviços_2020,Serviços_VrAbs,Serviços_Vr,Total_2019,Total_2020,Total_VrAbs,Total_Vr,Municipio_mapa,Latitude,Longitude,Ufs_indice,index_original
PA,CONCEICAO DO ARAGUAIA,273,267,-6,-2.2,274,226,-48,-17.52,48,70,22,45.83,1051,1088,37,3.52,2076,1723,-353,-17.0,3722,3374,-348,-9.35,CONCEICAO DO ARAGUAIA PA,-8.2696905,-49.2676864,13,189
PA,CONCORDIA DO PARA,1084,1222,138,12.73,149,123,-26,-17.45,5,26,21,420.0,304,281,-23,-7.57,1188,65,-1123,-94.53,2730,1717,-1013,-37.11,CONCORDIA DO PARA PA,-1.9924056,-47.9450474,13,190
PA,CUMARU DO NORTE,1273,1035,-238,-18.7,20,18,-2,-10.0,0,0,0,0.0,33,27,-6,-18.18,494,447,-47,-9.51,1820,1527,-293,-16.1,CUMARU DO NORTE PA,-7.8122669,-50.7677675,13,191
PA,CURIONOPOLIS,446,459,13,2.91,761,926,165,21.68,11,15,4,36.36,232,237,5,2.16,588,359,-229,-38.95,2038,1996,-42,-2.06,CURIONOPOLIS PA,-6.0990443,-49.6059039,13,192
PA,CURRALINHO,0,0,0,0.0,1,0,-1,-100.0,0,0,0,0.0,30,31,1,3.33,1806,1215,-591,-32.72,1837,1246,-591,-32.17,CURRALINHO PA,-1.8115866,-49.7975682,13,193
PA,CURUA,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,18,27,9,50.0,918,762,-156,-16.99,936,789,-147,-15.71,CURUA PA,-1.887754,-55.116842,13,194
PA,CURUCA,68,65,-3,-4.41,129,194,65,50.39,4,4,0,0.0,202,190,-12,-5.94,1657,1046,-611,-36.87,2060,1499,-561,-27.23,CURUCA PA,-0.7276792,-47.856568,13,195
PA,DOM ELISEU,865,709,-156,-18.03,495,432,-63,-12.73,38,37,-1,-2.63,1150,1301,151,13.13,1707,1447,-260,-15.23,4255,3926,-329,-7.73,DOM ELISEU PA,-4.2928111,-47.5559083,13,196
PA,FLORESTA DO ARAGUAIA,215,201,-14,-6.51,24,50,26,108.33,1,1,0,0.0,205,193,-12,-5.85,961,691,-270,-28.1,1406,1136,-270,-19.2,FLORESTA DO ARAGUAIA PA,-7.5597065,-49.7032829,13,199
PA,GARRAFAO DO NORTE,41,39,-2,-4.88,125,106,-19,-15.2,1,1,0,0.0,88,94,6,6.82,1441,953,-488,-33.87,1696,1193,-503,-29.66,GARRAFAO DO NORTE PA,-1.9282256,-47.0513157,13,200
PA,GOIANESIA DO PARA,347,289,-58,-16.71,159,291,132,83.02,5,4,-1,-20.0,406,444,38,9.36,1796,1980,184,10.24,2713,3008,295,10.87,GOIANESIA DO PARA PA,-3.8380998,-49.0977992,13,201
PA,GURUPA,0,0,0,0.0,0,0,0,0.0,1,0,-1,-100.0,46,41,-5,-10.87,1789,1512,-277,-15.48,1836,1553,-283,-15.41,GURUPA PA,-1.406325,-51.6427456,13,202
PA,IGARAPE-ACU,532,575,43,8.08,198,204,6,3.03,1,1,0,0.0,471,493,22,4.67,1167,914,-253,-21.68,2369,2187,-182,-7.68,IGARAPE-ACU PA,-4.2865751,-55.6346369,13,203
PA,IGARAPE-MIRI,10,9,-1,-10.0,266,243,-23,-8.65,18,9,-9,-50.0,402,487,85,21.14,2495,2368,-127,-5.09,3191,3116,-75,-2.35,IGARAPE-MIRI PA,-1.9785213,-48.9634826,13,204
PA,INHANGAPI,127,108,-19,-14.96,295,326,31,10.51,4,0,-4,-100.0,34,38,4,11.76,549,530,-19,-3.46,1009,1002,-7,-0.69,INHANGAPI PA,-1.4283738,-47.9108608,13,205
PA,IPIXUNA DO PARA,371,381,10,2.7,357,308,-49,-13.73,7,2,-5,-71.43,181,194,13,7.18,3112,1845,-1267,-40.71,4028,2730,-1298,-32.22,IPIXUNA DO PARA PA,-2.5592139,-47.4965462,13,206
PA,IRITUIA,89,111,22,24.72,121,97,-24,-19.83,4,7,3,75.0,105,115,10,9.52,1399,992,-407,-29.09,1718,1322,-396,-23.05,IRITUIA PA,-1.7709543,-47.4399687,13,207
PA,ITAITUBA,143,170,27,18.88,1520,1639,119,7.83,332,529,197,59.34,3305,3616,311,9.41,6169,6962,793,12.85,11469,12916,1447,12.62,ITAITUBA PA,-4.2625218,-55.9878139,13,208
PA,ITUPIRANGA,375,315,-60,-16.0,113,86,-27,-23.89,276,189,-87,-31.52,403,509,106,26.3,1758,1607,-151,-8.59,2925,2706,-219,-7.49,ITUPIRANGA PA,-5.1337224,-49.3321988,13,209
PA,JACAREACANGA,60,53,-7,-11.67,76,56,-20,-26.32,16,3,-13,-81.25,90,117,27,30.0,515,423,-92,-17.86,757,652,-105,-13.87,JACAREACANGA PA,-6.2196518,-57.758625,13,210
PA,JACUNDA,155,136,-19,-12.26,333,446,113,33.93,23,11,-12,-52.17,877,879,2,0.23,2242,2217,-25,-1.12,3630,3689,59,1.63,JACUNDA PA,-4.446173,-49.115272,13,211
PA,JURUTI,94,52,-42,-44.68,553,600,47,8.5,563,602,39,6.93,434,497,63,14.52,2818,2630,-188,-6.67,4462,4381,-81,-1.82,JURUTI PA,-2.1571381,-56.0900977,13,212
PA,LIMOEIRO DO AJURU,0,0,0,0.0,2,2,0,0.0,0,0,0,0.0,29,31,2,6.9,1101,994,-107,-9.72,1132,1027,-105,-9.28,LIMOEIRO DO AJURU PA,-1.88664405,-49.495701348909165,13,213
PA,MAE DO RIO,192,199,7,3.65,144,125,-19,-13.19,3,8,5,166.67,607,577,-30,-4.94,1575,1132,-443,-28.13,2521,2041,-480,-19.04,MAE DO RIO PA,-2.0458692,-47.5522076,13,214
PA,MAGALHAES BARATA,4,5,1,25.0,7,7,0,0.0,0,0,0,0.0,6,7,1,16.67,552,165,-387,-70.11,569,184,-385,-67.66,MAGALHAES BARATA PA,-0.8346168,-47.62963129677816,13,215
PA,MARABA,1130,970,-160,-14.16,7781,7973,192,2.47,4205,5814,1609,38.26,13163,13648,485,3.68,23383,22190,-1193,-5.1,49662,50595,933,1.88,MARABA PA,-5.3462821,-49.1007401,13,216
PA,MARACANA,63,77,14,22.22,2,4,2,100.0,26,17,-9,-34.62,37,42,5,13.51,1250,1401,151,12.08,1378,1541,163,11.83,MARACANA PA,-0.7666582,-47.4537818,13,217
PA,MARAPANIM,33,31,-2,-6.06,16,17,1,6.25,0,0,0,0.0,171,173,2,1.17,1261,751,-510,-40.44,1481,972,-509,-34.37,MARAPANIM PA,-0.7134493,-47.6985381,13,218
PA,MEDICILANDIA,81,75,-6,-7.41,17,28,11,64.71,15,4,-11,-73.33,279,345,66,23.66,859,816,-43,-5.01,1251,1268,17,1.36,MEDICILANDIA PA,-3.4438388,-52.8889236,13,220
PA,MELGACO,0,0,0,0.0,9,8,-1,-11.11,0,0,0,0.0,40,75,35,87.5,893,858,-35,-3.92,942,941,-1,-0.11,MELGACO PA,-1.803202,-50.714927,13,221
PA,MOCAJUBA,3,0,-3,-100.0,31,41,10,32.26,4,3,-1,-25.0,151,134,-17,-11.26,1812,1439,-373,-20.58,2001,1617,-384,-19.19,MOCAJUBA PA,-2.583098,-49.504224,13,222
PA,MOJU,3214,3903,689,21.44,992,1126,134,13.51,22,20,-2,-9.09,638,592,-46,-7.21,2675,2928,253,9.46,7541,8569,1028,13.63,MOJU PA,-1.889926,-48.766765,13,223
PA,MONTE ALEGRE,55,66,11,20.0,72,84,12,16.67,11,21,10,90.91,442,412,-30,-6.79,2655,2466,-189,-7.12,3235,3049,-186,-5.75,MONTE ALEGRE PA,-1.9989108,-54.0727694,13,225
PA,MUANA,26,27,1,3.85,4,9,5,125.0,0,0,0,0.0,39,37,-2,-5.13,940,971,31,3.3,1009,1044,35,3.47,MUANA PA,-1.5317443,-49.2223565,13,226
PA,NOVA ESPERANCA DO PIRIA,69,62,-7,-10.14,1,1,0,0.0,0,0,0,0.0,101,95,-6,-5.94,716,654,-62,-8.66,887,812,-75,-8.46,NOVA ESPERANCA DO PIRIA PA,-2.2663093,-46.9661622,13,227
PA,NOVA IPIXUNA,76,59,-17,-22.37,107,126,19,17.76,0,0,0,0.0,89,129,40,44.94,559,469,-90,-16.1,831,783,-48,-5.78,NOVA IPIXUNA PA,-4.916221,-49.082194,13,228
PA,NOVA TIMBOTEUA,89,86,-3,-3.37,7,6,-1,-14.29,0,0,0,0.0,81,91,10,12.35,768,768,0,0.0,945,951,6,0.63,NOVA TIMBOTEUA PA,-1.2052428,-47.3935775,13,229
PA,NOVO PROGRESSO,355,329,-26,-7.32,664,593,-71,-10.69,30,22,-8,-26.67,1245,1240,-5,-0.4,1646,1694,48,2.92,3940,3878,-62,-1.57,NOVO PROGRESSO PA,-7.0374884,-55.4185904,13,230
PA,NOVO REPARTIMENTO,436,386,-50,-11.47,54,117,63,116.67,24,39,15,62.5,1061,1035,-26,-2.45,2743,2580,-163,-5.94,4318,4157,-161,-3.73,NOVO REPARTIMENTO PA,-4.2519172,-49.9524257,13,231
PA,OBIDOS,53,53,0,0.0,236,236,0,0.0,6,197,191,3183.33,461,485,24,5.21,2138,2005,-133,-6.22,2894,2976,82,2.83,OBIDOS PA,-1.901072,-55.520812,13,232
PA,OEIRAS DO PARA,0,0,0,0.0,4,3,-1,-25.0,2,0,-2,-100.0,32,27,-5,-15.62,1062,1035,-27,-2.54,1100,1065,-35,-3.18,OEIRAS DO PARA PA,-2.0040813,-49.8596065,13,233
PA,ORIXIMINA,41,80,39,95.12,1702,1811,109,6.4,866,828,-38,-4.39,678,709,31,4.57,2933,2765,-168,-5.73,6220,6193,-27,-0.43,ORIXIMINA PA,-1.7669992,-55.868285,13,234
PA,OUREM,25,25,0,0.0,59,64,5,8.47,0,0,0,0.0,90,119,29,32.22,22,575,553,2513.64,196,783,587,299.49,OUREM PA,-1.5489964,-47.1174572,13,235
PA,OURILANDIA DO NORTE,138,162,24,17.39,922,1034,112,12.15,2,6,4,200.0,484,517,33,6.82,1676,1717,41,2.45,3222,3436,214,6.64,OURILANDIA DO NORTE PA,-6.748975,-51.0788476,13,236
PA,PACAJA,200,171,-29,-14.5,3,2,-1,-33.33,72,65,-7,-9.72,476,440,-36,-7.56,1789,3290,1501,83.9,2540,3968,1428,56.22,PACAJA PA,-3.8354195,-50.6399248,13,237
PA,PALESTINA DO PARA,132,121,-11,-8.33,10,10,0,0.0,3,3,0,0.0,48,44,-4,-8.33,300,304,4,1.33,493,482,-11,-2.23,PALESTINA DO PARA PA,-5.7423938,-48.3185533,13,238
PA,PARAGOMINAS,2911,2791,-120,-4.12,3900,4033,133,3.41,1417,1458,41,2.89,4115,3952,-163,-3.96,6194,6087,-107,-1.73,18537,18321,-216,-1.17,PARAGOMINAS PA,-2.99564,-47.3548942,13,239
PA,PARAUAPEBAS,289,323,34,11.76,9952,11776,1824,18.33,9231,12649,3418,37.03,8855,9633,778,8.79,23354,25491,2137,9.15,51681,59872,8191,15.85,PARAUAPEBAS PA,-6.0696846,-49.8903283,13,240
PA,PEIXE-BOI,54,46,-8,-14.81,3,2,-1,-33.33,0,0,0,0.0,5,6,1,20.0,238,242,4,1.68,300,296,-4,-1.33,PEIXE-BOI PA,-1.193824,-47.324031,13,242
PA,PICARRA,521,415,-106,-20.35,125,159,34,27.2,8,1,-7,-87.5,102,106,4,3.92,574,492,-82,-14.29,1330,1173,-157,-11.8,PICARRA PA,-6.4475822,-48.8633795,13,243
PA,PLACAS,14,16,2,14.29,19,11,-8,-42.11,0,0,0,0.0,110,126,16,14.55,803,1016,213,26.53,946,1169,223,23.57,PLACAS PA,-3.8689529,-54.2154346,13,244
PA,PONTA DE PEDRAS,40,40,0,0.0,3,4,1,33.33,0,0,0,0.0,128,114,-14,-10.94,1035,822,-213,-20.58,1206,980,-226,-18.74,PONTA DE PEDRAS PA,-1.3914098,-48.8714528,13,245
PA,PORTEL,139,122,-17,-12.23,190,201,11,5.79,3,4,1,33.33,182,212,30,16.48,3673,2312,-1361,-37.05,4187,2851,-1336,-31.91,PORTEL PA,-1.9387118,-50.8240402,13,246
PA,PORTO DE MOZ,25,29,4,16.0,1,14,13,1300.0,1,3,2,200.0,68,80,12,17.65,1598,1656,58,3.63,1693,1782,89,5.26,PORTO DE MOZ PA,-1.7502089,-52.235556,13,247
PA,PRAINHA,134,121,-13,-9.7,11,21,10,90.91,0,0,0,0.0,48,41,-7,-14.58,1193,1027,-166,-13.91,1386,1210,-176,-12.7,PRAINHA PA,-1.8072874,-53.4797942,13,248
PA,PRIMAVERA,3,3,0,0.0,172,175,3,1.74,32,14,-18,-56.25,56,61,5,8.93,442,336,-106,-23.98,705,589,-116,-16.45,PRIMAVERA PA,-0.9406522,-47.116728,13,249
PA,QUATIPURU,0,0,0,0.0,4,4,0,0.0,0,0,0,0.0,36,29,-7,-19.44,426,543,117,27.46,466,576,110,23.61,QUATIPURU PA,-0.8948725,-47.0049317,13,250
PA,REDENCAO,734,689,-45,-6.13,1444,1418,-26,-1.8,479,598,119,24.84,4427,4323,-104,-2.35,5500,6116,616,11.2,12584,13144,560,4.45,REDENCAO PA,-8.025294,-50.031687,13,251
PA,RIO MARIA,511,514,3,0.59,817,824,7,0.86,32,82,50,156.25,436,440,4,0.92,1026,852,-174,-16.96,2822,2712,-110,-3.9,RIO MARIA PA,-7.3137312,-50.0465372,13,252
PA,RONDON DO PARA,772,682,-90,-11.66,588,538,-50,-8.5,8,9,1,12.5,869,970,101,11.62,1699,505,-1194,-70.28,3936,2704,-1232,-31.3,RONDON DO PARA PA,-4.7804416,-48.06983,13,253
PA,RUROPOLIS,8,8,0,0.0,163,170,7,4.29,5,3,-2,-40.0,292,320,28,9.59,1336,1659,323,24.18,1804,2160,356,19.73,RUROPOLIS PA,-4.1014311,-54.9086853,13,254
PA,SALINOPOLIS,3,0,-3,-100.0,52,49,-3,-5.77,494,548,54,10.93,1037,1034,-3,-0.29,2126,2228,102,4.8,3712,3859,147,3.96,SALINOPOLIS PA,-0.6259282,-47.3442819,13,255
PA,SANTA BARBARA DO PARA,448,362,-86,-19.2,373,437,64,17.16,57,78,21,36.84,623,618,-5,-0.8,1137,681,-456,-40.11,2638,2176,-462,-17.51,SANTA BARBARA DO PARA PA,-1.226144,-48.295101,13,257
PA,SANTA CRUZ DO ARARI,18,17,-1,-5.56,9,9,0,0.0,0,0,0,0.0,5,6,1,20.0,283,270,-13,-4.59,315,302,-13,-4.13,SANTA CRUZ DO ARARI PA,-0.6637491,-49.1729321,13,258
PA,SANTA LUZIA DO PARA,59,50,-9,-15.25,14,0,-14,-100.0,0,0,0,0.0,69,68,-1,-1.45,881,505,-376,-42.68,1023,623,-400,-39.1,SANTA LUZIA DO PARA PA,-1.5220049,-46.9020697,13,260
PA,SANTA MARIA DAS BARREIRAS,970,944,-26,-2.68,3,3,0,0.0,0,4,4,0.0,139,166,27,19.42,542,493,-49,-9.04,1654,1610,-44,-2.66,SANTA MARIA DAS BARREIRAS PA,-8.8710157,-49.7171263,13,261
PA,SANTA MARIA DO PARA,50,65,15,30.0,329,319,-10,-3.04,18,30,12,66.67,349,366,17,4.87,1325,800,-525,-39.62,2071,1580,-491,-23.71,SANTA MARIA DO PARA PA,-1.3455478,-47.5782981,13,262
PA,SANTANA DO ARAGUAIA,1334,1299,-35,-2.62,888,634,-254,-28.6,641,567,-74,-11.54,817,694,-123,-15.06,1321,1320,-1,-0.08,5001,4514,-487,-9.74,SANTANA DO ARAGUAIA PA,-9.3348334,-50.3427734,13,263
PA,SANTAREM,851,800,-51,-5.99,2415,2690,275,11.39,1556,1999,443,28.47,10787,11758,971,9.0,24304,25454,1150,4.73,39913,42701,2788,6.99,SANTAREM PA,-2.438489,-54.699611,13,264
PA,SANTAREM NOVO,7,9,2,28.57,0,0,0,0.0,0,0,0,0.0,11,12,1,9.09,526,226,-300,-57.03,544,247,-297,-54.6,SANTAREM NOVO PA,-0.9283904,-47.3999958,13,265
PA,SANTO ANTONIO DO TAUA,695,723,28,4.03,264,321,57,21.59,0,6,6,0.0,205,211,6,2.93,1194,1192,-2,-0.17,2358,2453,95,4.03,SANTO ANTONIO DO TAUA PA,-1.1522,-48.131446,13,266
PA,SAO CAETANO DE ODIVELAS,67,63,-4,-5.97,11,10,-1,-9.09,1,1,0,0.0,104,95,-9,-8.65,684,506,-178,-26.02,867,675,-192,-22.15,SAO CAETANO DE ODIVELAS PA,-0.747293,-48.024622,13,267
PA,SAO DOMINGOS DO ARAGUAIA,146,116,-30,-20.55,130,85,-45,-34.62,0,0,0,0.0,352,356,4,1.14,1075,1207,132,12.28,1703,1764,61,3.58,SAO DOMINGOS DO ARAGUAIA PA,-5.5416409,-48.7291003,13,268
PA,SAO DOMINGOS DO CAPIM,119,130,11,9.24,11,14,3,27.27,0,4,4,0.0,571,75,-496,-86.87,1337,1062,-275,-20.57,2038,1285,-753,-36.95,SAO DOMINGOS DO CAPIM PA,-1.6789331,-47.7717815,13,269
PA,SAO FELIX DO XINGU,1814,1731,-83,-4.58,503,531,28,5.57,12,11,-1,-8.33,669,701,32,4.78,2573,2697,124,4.82,5571,5671,100,1.8,SAO FELIX DO XINGU PA,-6.6386974,-51.9787582,13,270
PA,SAO FRANCISCO DO PARA,202,217,15,7.43,80,60,-20,-25.0,0,0,0,0.0,65,85,20,30.77,497,409,-88,-17.71,844,771,-73,-8.65,SAO FRANCISCO DO PARA PA,-1.1693995,-47.7972589,13,271
PA,SAO GERALDO DO ARAGUAIA,394,411,17,4.31,881,991,110,12.49,15,19,4,26.67,439,466,27,6.15,1165,1018,-147,-12.62,2894,2905,11,0.38,SAO GERALDO DO ARAGUAIA PA,-6.394715,-48.559169,13,272
PA,SAO JOAO DA PONTA,7,10,3,42.86,0,0,0,0.0,0,0,0,0.0,27,25,-2,-7.41,302,307,5,1.66,336,342,6,1.79,SAO JOAO DA PONTA PA,-0.8526516,-47.9224095,13,273
PA,SAO JOAO DE PIRABAS,15,18,3,20.0,53,57,4,7.55,4,4,0,0.0,63,64,1,1.59,1176,943,-233,-19.81,1311,1086,-225,-17.16,SAO JOAO DE PIRABAS PA,-0.7733201,-47.1770631,13,274
PA,SAO JOAO DO ARAGUAIA,93,82,-11,-11.83,65,90,25,38.46,1,0,-1,-100.0,21,20,-1,-4.76,561,495,-66,-11.76,741,687,-54,-7.29,SAO JOAO DO ARAGUAIA PA,-5.3617017,-48.7911109,13,275
PA,SAO MIGUEL DO GUAMA,128,142,14,10.94,1805,2223,418,23.16,24,11,-13,-54.17,856,875,19,2.22,1855,1850,-5,-0.27,4668,5101,433,9.28,SAO MIGUEL DO GUAMA PA,-1.6116804,-47.4757551,13,276
PA,SAO SEBASTIAO DA BOA VISTA,0,0,0,0.0,2,3,1,50.0,0,0,0,0.0,40,30,-10,-25.0,927,849,-78,-8.41,969,882,-87,-8.98,SAO SEBASTIAO DA BOA VISTA PA,-1.7182884,-49.5319955,13,277
PA,SAPUCAIA,625,515,-110,-17.6,48,54,6,12.5,0,0,0,0.0,114,87,-27,-23.68,575,554,-21,-3.65,1362,1210,-152,-11.16,SAPUCAIA PA,-6.9411006,-49.6991328,13,278
PA,SENADOR JOSE PORFIRIO,17,15,-2,-11.76,35,37,2,5.71,0,0,0,0.0,20,29,9,45.0,564,471,-93,-16.49,636,552,-84,-13.21,SENADOR JOSE PORFIRIO PA,-2.5935424,-51.948209,13,279
PA,TAILANDIA,3308,3611,303,9.16,2417,2812,395,16.34,282,254,-28,-9.93,1455,1726,271,18.63,2828,2642,-186,-6.58,10290,11045,755,7.34,TAILANDIA PA,-2.936096,-48.9523366,13,281
PA,TERRA ALTA,51,56,5,9.8,2,2,0,0.0,0,0,0,0.0,45,43,-2,-4.44,509,265,-244,-47.94,607,366,-241,-39.7,TERRA ALTA PA,-1.0397924,-47.9091595,13,282
PA,TERRA SANTA,104,158,54,51.92,43,37,-6,-13.95,61,109,48,78.69,119,131,12,10.08,1116,870,-246,-22.04,1443,1305,-138,-9.56,TERRA SANTA PA,-2.104435,-56.487653,13,283
PA,TOME-ACU,1803,1893,90,4.99,1800,2028,228,12.67,29,57,28,96.55,960,1139,179,18.65,2134,2589,455,21.32,6726,7706,980,14.57,TOME-ACU PA,-2.4166306,-48.1522907,13,284
PA,TRACUATEUA,12,23,11,91.67,13,39,26,200.0,3,6,3,100.0,80,69,-11,-13.75,1331,422,-909,-68.29,1439,559,-880,-61.15,TRACUATEUA PA,-1.0765338,-46.9030822,13,285
PA,TRAIRAO,21,22,1,4.76,30,42,12,40.0,1,4,3,300.0,230,216,-14,-6.09,691,668,-23,-3.33,973,952,-21,-2.16,TRAIRAO PA,-4.700551,-55.9972165,13,286
PA,TUCUMA,143,141,-2,-1.4,1207,619,-588,-48.72,91,119,28,30.77,1247,1279,32,2.57,1470,1946,476,32.38,4158,4104,-54,-1.3,TUCUMA PA,-6.7517239,-51.1507941,13,287
PA,TUCURUI,165,141,-24,-14.55,693,582,-111,-16.02,89,148,59,66.29,2625,2677,52,1.98,9713,7821,-1892,-19.48,13285,11369,-1916,-14.42,TUCURUI PA,-3.7738509,-49.6708204,13,288
PA,ULIANOPOLIS,621,557,-64,-10.31,1746,1599,-147,-8.42,72,31,-41,-56.94,433,438,5,1.15,1198,1184,-14,-1.17,4070,3809,-261,-6.41,ULIANOPOLIS PA,-3.7575266,-47.5009377,13,289
PA,URUARA,176,164,-12,-6.82,133,89,-44,-33.08,18,24,6,33.33,765,749,-16,-2.09,1740,1235,-505,-29.02,2832,2261,-571,-20.16,URUARA PA,-3.7185381,-53.738549,13,290
PA,VIGIA,663,686,23,3.47,100,92,-8,-8.0,0,2,2,0.0,485,532,47,9.69,1240,1123,-117,-9.44,2488,2435,-53,-2.13,VIGIA PA,-0.8546027,-48.1432873,13,291
PA,VISEU,59,65,6,10.17,14,10,-4,-28.57,1,1,0,0.0,85,89,4,4.71,2148,1616,-532,-24.77,2307,1781,-526,-22.8,VISEU PA,-1.204892,-46.1392244,13,292
PA,VITORIA DO XINGU,133,130,-3,-2.26,0,0,0,0.0,85,26,-59,-69.41,146,99,-47,-32.19,809,791,-18,-2.22,1173,1046,-127,-10.83,VITORIA DO XINGU PA,-2.8833063,-52.0114889,13,293
PA,XINGUARA,1147,1194,47,4.1,2690,2638,-52,-1.93,52,52,0,0.0,2094,2057,-37,-1.77,2623,2634,11,0.42,8606,8575,-31,-0.36,XINGUARA PA,-7.0998514,-49.9416632,13,294
AP,SERRA DO NAVIO,0,0,0,0.0,4,0,-4,-100.0,2,0,-2,-100.0,20,26,6,30.0,46,32,-14,-30.43,72,58,-14,-19.44,SERRA DO NAVIO AP,1.637,-52.272340909090914,3,295
AP,AMAPA,43,48,5,11.63,8,19,11,137.5,0,2,2,0.0,128,64,-64,-50.0,439,182,-257,-58.54,618,315,-303,-49.03,AMAPA AP,2.0529997,-50.7930003,3,296
AP,PEDRA BRANCA DO AMAPARI,1,2,1,100.0,474,478,4,0.84,693,656,-37,-5.34,49,43,-6,-12.24,772,803,31,4.02,1989,1982,-7,-0.35,PEDRA BRANCA DO AMAPARI AP,0.7771833,-51.9523218,3,297
AP,CALCOENE,2,5,3,150.0,123,55,-68,-55.28,0,1,1,0.0,86,77,-9,-10.47,399,387,-12,-3.01,610,525,-85,-13.93,CALCOENE AP,2.4981757,-50.9539503,3,298
AP,CUTIAS,26,23,-3,-11.54,0,0,0,0.0,0,0,0,0.0,34,26,-8,-23.53,269,389,120,44.61,329,438,109,33.13,CUTIAS AP,0.9708625,-50.8000608,3,299
AP,FERREIRA GOMES,2,2,0,0.0,119,98,-21,-17.65,0,0,0,0.0,31,37,6,19.35,72,574,502,697.22,224,711,487,217.41,FERREIRA GOMES AP,0.8580838,-51.1814,3,300
AP,ITAUBAL,11,20,9,81.82,0,0,0,0.0,0,0,0,0.0,6,8,2,33.33,34,364,330,970.59,51,392,341,668.63,ITAUBAL AP,0.6027524,-50.6998737,3,301
AP,MACAPA,397,375,-22,-5.54,2624,2259,-365,-13.91,3566,3213,-353,-9.9,19967,21390,1423,7.13,80650,78386,-2264,-2.81,107204,105623,-1581,-1.47,MACAPA AP,0.0401529,-51.0569588,3,303
AP,MAZAGAO,5,1,-4,-80.0,184,196,12,6.52,9,47,38,422.22,53,56,3,5.66,1031,94,-937,-90.88,1282,394,-888,-69.27,MAZAGAO AP,-0.1160565,-51.2861759,3,304
