UF,Município,Agropecuária_2019,Agropecuária_2020,Agropecuária_VrAbs,Agropecuária_Vr,Indústria_2019,Indústria_2020,Indústria_VrAbs,Indústria_Vr,Construção_2019,Construção_2020,Construção_VrAbs,Construção_Vr,Comércio_2019,Comércio_2020,Comércio_VrAbs,Comércio_Vr,Serviços_2019,Serviços_2020,Serviços_VrAbs,Serviços_Vr,Total_2019,Total_2020,Total_VrAbs,Total_Vr,Municipio_mapa,Latitude,Longitude,Ufs_indice,index_original
PE,SURUBIM,16,26,10,62.5,1085,999,-86,-7.93,51,48,-3,-5.88,1854,1876,22,1.19,2829,2651,-178,-6.29,5835,5600,-235,-4.03,SURUBIM PE,-7.8424353,-35.7539722,15,1628
PE,TABIRA,7,4,-3,-42.86,344,366,22,6.4,21,3,-18,-85.71,484,465,-19,-3.93,1199,716,-483,-40.28,2055,1554,-501,-24.38,TABIRA PE,-7.583661,-37.537735,15,1629
PE,TACAIMBO,84,19,-65,-77.38,270,263,-7,-2.59,1,2,1,100.0,119,85,-34,-28.57,498,422,-76,-15.26,972,791,-181,-18.62,TACAIMBO PE,-8.308673,-36.300035,15,1630
PE,TACARATU,17,17,0,0.0,51,77,26,50.98,0,0,0,0.0,71,83,12,16.9,733,1036,303,41.34,872,1213,341,39.11,TACARATU PE,-9.1051762,-38.1499125,15,1631
PE,TAMANDARE,194,394,200,103.09,44,19,-25,-56.82,53,56,3,5.66,521,537,16,3.07,1783,1443,-340,-19.07,2595,2449,-146,-5.63,TAMANDARE PE,-8.7500009,-35.1045787,15,1632
PE,TAQUARITINGA DO NORTE,11,19,8,72.73,980,834,-146,-14.9,59,2,-57,-96.61,263,260,-3,-1.14,1177,936,-241,-20.48,2490,2051,-439,-17.63,TAQUARITINGA DO NORTE PE,-7.9027766,-36.0442227,15,1633
PE,TEREZINHA,0,0,0,0.0,0,0,0,0.0,8,7,-1,-12.5,27,26,-1,-3.7,343,355,12,3.5,378,388,10,2.65,TEREZINHA PE,-9.0560369,-36.623375,15,1634
PE,TERRA NOVA,0,0,0,0.0,1,0,-1,-100.0,0,0,0,0.0,40,40,0,0.0,479,346,-133,-27.77,520,386,-134,-25.77,TERRA NOVA PE,-8.2249522,-39.3844637,15,1635
PE,TIMBAUBA,379,523,144,37.99,644,828,184,28.57,201,419,218,108.46,1858,1731,-127,-6.84,2452,2386,-66,-2.69,5534,5887,353,6.38,TIMBAUBA PE,-7.5118822,-35.316076,15,1636
PE,TORITAMA,0,4,4,0.0,2091,1989,-102,-4.88,64,28,-36,-56.25,1242,1243,1,0.08,1898,1825,-73,-3.85,5295,5089,-206,-3.89,TORITAMA PE,-8.0083743,-36.058776,15,1637
PE,TRACUNHAEM,277,237,-40,-14.44,5,3,-2,-40.0,8,14,6,75.0,68,80,12,17.65,657,323,-334,-50.84,1015,657,-358,-35.27,TRACUNHAEM PE,-7.8027253,-35.238498,15,1638
PE,TRINDADE,1,0,-1,-100.0,805,844,39,4.84,5,5,0,0.0,457,454,-3,-0.66,920,943,23,2.5,2188,2246,58,2.65,TRINDADE PE,-7.759,-40.26472,15,1639
PE,TRIUNFO,0,0,0,0.0,14,12,-2,-14.29,0,0,0,0.0,56,60,4,7.14,431,294,-137,-31.79,501,366,-135,-26.95,TRIUNFO PE,-7.8362959,-38.1042617,15,1640
PE,TUPANATINGA,0,0,0,0.0,2,1,-1,-50.0,0,0,0,0.0,116,111,-5,-4.31,1210,659,-551,-45.54,1328,771,-557,-41.94,TUPANATINGA PE,-8.7542378,-37.3398733,15,1641
PE,TUPARETAMA,1,1,0,0.0,47,54,7,14.89,0,0,0,0.0,103,109,6,5.83,264,237,-27,-10.23,415,401,-14,-3.37,TUPARETAMA PE,-7.6010116,-37.3114417,15,1642
PE,VENTUROSA,5,5,0,0.0,36,30,-6,-16.67,1,1,0,0.0,145,145,0,0.0,787,547,-240,-30.5,974,728,-246,-25.26,VENTUROSA PE,-8.5765199,-36.876569,15,1643
PE,VERDEJANTE,2,3,1,50.0,26,26,0,0.0,6,0,-6,-100.0,45,43,-2,-4.44,415,286,-129,-31.08,494,358,-136,-27.53,VERDEJANTE PE,-7.9285675,-38.9685473,15,1644
PE,VERTENTE DO LERIO,1,2,1,100.0,152,163,11,7.24,3,2,-1,-33.33,15,12,-3,-20.0,454,443,-11,-2.42,625,622,-3,-0.48,VERTENTE DO LERIO PE,-7.7733359,-35.8498482,15,1645
PE,VERTENTES,9,7,-2,-22.22,135,130,-5,-3.7,0,0,0,0.0,177,160,-17,-9.6,730,786,56,7.67,1051,1083,32,3.04,VERTENTES PE,-7.906103,-35.9894975,15,1646
PE,VICENCIA,563,507,-56,-9.95,1709,785,-924,-54.07,11,31,20,181.82,397,389,-8,-2.02,1098,1325,227,20.67,3778,3037,-741,-19.61,VICENCIA PE,-7.6574422,-35.3218464,15,1647
PE,VITORIA DE SANTO ANTAO,290,264,-26,-8.97,9092,9178,86,0.95,135,312,177,131.11,5879,5726,-153,-2.6,8295,7603,-692,-8.34,23691,23083,-608,-2.57,VITORIA DE SANTO ANTAO PE,-8.1209019,-35.2944858,15,1648
PE,XEXEU,373,354,-19,-5.09,17,15,-2,-11.76,0,7,7,0.0,111,105,-6,-5.41,699,457,-242,-34.62,1200,938,-262,-21.83,XEXEU PE,-8.8036743,-35.6244442,15,1649
AL,AGUA BRANCA,4,5,1,25.0,87,105,18,20.69,30,18,-12,-40.0,702,770,68,9.69,633,460,-173,-27.33,1456,1358,-98,-6.73,AGUA BRANCA AL,-9.2613606,-37.9361053,1,1650
AL,ANADIA,29,111,82,282.76,77,84,7,9.09,0,2,2,0.0,121,94,-27,-22.31,988,1051,63,6.38,1215,1342,127,10.45,ANADIA AL,-9.6830208,-36.3052699,1,1651
AL,ARAPIRACA,583,576,-7,-1.2,4062,3758,-304,-7.48,628,867,239,38.06,15089,15010,-79,-0.52,16441,16728,287,1.75,36803,36939,136,0.37,ARAPIRACA AL,-9.754866,-36.661471,1,1652
AL,BARRA DE SAO MIGUEL,3,5,2,66.67,5,4,-1,-20.0,3,1,-2,-66.67,27,28,1,3.7,309,270,-39,-12.62,347,308,-39,-11.24,BARRA DE SAO MIGUEL AL,-9.8261357,-35.8837777,1,1655
AL,BATALHA,15,11,-4,-26.67,26,25,-1,-3.85,35,22,-13,-37.14,215,204,-11,-5.12,881,771,-110,-12.49,1172,1033,-139,-11.86,BATALHA AL,-9.6733809,-37.1265481,1,1656
AL,BELO MONTE,0,0,0,0.0,57,67,10,17.54,0,0,0,0.0,3,3,0,0.0,282,294,12,4.26,342,364,22,6.43,BELO MONTE AL,-9.8269944,-37.2787165,1,1658
AL,BOCA DA MATA,43,43,0,0.0,639,635,-4,-0.63,59,48,-11,-18.64,133,117,-16,-12.03,1286,1171,-115,-8.94,2160,2014,-146,-6.76,BOCA DA MATA AL,-9.6452054,-36.2116658,1,1659
AL,BRANQUINHA,19,13,-6,-31.58,1,2,1,100.0,0,0,0,0.0,23,14,-9,-39.13,514,453,-61,-11.87,557,482,-75,-13.46,BRANQUINHA AL,-9.2478057,-36.0152009,1,1660
AL,CACIMBINHAS,9,9,0,0.0,18,22,4,22.22,0,0,0,0.0,25,22,-3,-12.0,852,789,-63,-7.39,904,842,-62,-6.86,CACIMBINHAS AL,-9.401212,-36.991082,1,1661
AL,CAJUEIRO,30,27,-3,-10.0,173,164,-9,-5.2,0,0,0,0.0,123,113,-10,-8.13,978,1386,408,41.72,1304,1690,386,29.6,CAJUEIRO AL,-9.399589,-36.1524309,1,1662
AL,CAMPESTRE,36,34,-2,-5.56,1,1,0,0.0,0,0,0,0.0,56,44,-12,-21.43,511,507,-4,-0.78,604,586,-18,-2.98,CAMPESTRE AL,-8.8481634,-35.5660033,1,1663
AL,CAMPO GRANDE,2,2,0,0.0,0,0,0,0.0,0,0,0,0.0,40,34,-6,-15.0,518,500,-18,-3.47,560,536,-24,-4.29,CAMPO GRANDE AL,-9.9725,-36.74791447368421,1,1665
AL,CANAPI,2,3,1,50.0,1,1,0,0.0,0,0,0,0.0,43,55,12,27.91,548,509,-39,-7.12,594,568,-26,-4.38,CANAPI AL,-9.1173572,-37.6011704,1,1666
AL,CAPELA,159,143,-16,-10.06,45,31,-14,-31.11,0,0,0,0.0,184,170,-14,-7.61,1272,831,-441,-34.67,1660,1175,-485,-29.22,CAPELA AL,-9.415041,-36.082583,1,1667
AL,CARNEIROS,2,2,0,0.0,1,3,2,200.0,0,0,0,0.0,23,17,-6,-26.09,407,432,25,6.14,433,454,21,4.85,CARNEIROS AL,-9.4832948,-37.3757121,1,1668
AL,CHA PRETA,42,40,-2,-4.76,3,2,-1,-33.33,0,0,0,0.0,21,13,-8,-38.1,395,364,-31,-7.85,461,419,-42,-9.11,CHA PRETA AL,-9.255605,-36.298334,1,1669
AL,COITE DO NOIA,1,3,2,200.0,18,17,-1,-5.56,1,0,-1,-100.0,83,74,-9,-10.84,417,378,-39,-9.35,520,472,-48,-9.23,COITE DO NOIA AL,-9.633484,-36.584493,1,1670
AL,COLONIA LEOPOLDINA,253,291,38,15.02,278,270,-8,-2.88,0,0,0,0.0,184,198,14,7.61,1678,1324,-354,-21.1,2393,2083,-310,-12.95,COLONIA LEOPOLDINA AL,-8.9144649,-35.7220255,1,1671
AL,CORURIPE,611,527,-84,-13.75,6815,6646,-169,-2.48,47,75,28,59.57,608,697,89,14.64,3209,2563,-646,-20.13,11290,10508,-782,-6.93,CORURIPE AL,-10.1249963,-36.1760623,1,1673
AL,CRAIBAS,2,2,0,0.0,307,580,273,88.93,129,514,385,298.45,95,102,7,7.37,1447,798,-649,-44.85,1980,1996,16,0.81,CRAIBAS AL,-9.6168038,-36.7684669,1,1674
AL,DELMIRO GOUVEIA,18,25,7,38.89,151,96,-55,-36.42,146,105,-41,-28.08,1202,1194,-8,-0.67,3528,2120,-1408,-39.91,5045,3540,-1505,-29.83,DELMIRO GOUVEIA AL,-9.3841161,-37.997756,1,1675
AL,DOIS RIACHOS,8,7,-1,-12.5,3,3,0,0.0,70,4,-66,-94.29,19,19,0,0.0,458,475,17,3.71,558,508,-50,-8.96,DOIS RIACHOS AL,-9.384645,-37.096502,1,1676
AL,ESTRELA DE ALAGOAS,0,0,0,0.0,3,4,1,33.33,0,0,0,0.0,49,43,-6,-12.24,10,721,711,7110.0,62,768,706,1138.71,ESTRELA DE ALAGOAS AL,-9.3888972,-36.7616833,1,1677
AL,FEIRA GRANDE,54,45,-9,-16.67,15,21,6,40.0,17,15,-2,-11.76,51,43,-8,-15.69,740,695,-45,-6.08,877,819,-58,-6.61,FEIRA GRANDE AL,-9.8944239,-36.6793255,1,1678
AL,FELIZ DESERTO,5,4,-1,-20.0,103,106,3,2.91,6,2,-4,-66.67,32,34,2,6.25,287,238,-49,-17.07,433,384,-49,-11.32,FELIZ DESERTO AL,-10.292494,-36.3028583,1,1679
AL,FLEXEIRAS,163,153,-10,-6.13,2,5,3,150.0,13,10,-3,-23.08,63,65,2,3.17,906,936,30,3.31,1147,1169,22,1.92,FLEXEIRAS AL,-9.2788679,-35.7235246,1,1680
AL,GIRAU DO PONCIANO,21,10,-11,-52.38,33,31,-2,-6.06,44,14,-30,-68.18,216,251,35,16.2,687,798,111,16.16,1001,1104,103,10.29,GIRAU DO PONCIANO AL,-9.884041,-36.831592,1,1681
AL,IBATEGUARA,70,64,-6,-8.57,1,1,0,0.0,0,0,0,0.0,81,94,13,16.05,557,562,5,0.9,709,721,12,1.69,IBATEGUARA AL,-8.9737196,-35.9279963,1,1682
AL,IGACI,2,2,0,0.0,36,15,-21,-58.33,0,0,0,0.0,64,65,1,1.56,1088,1114,26,2.39,1190,1196,6,0.5,IGACI AL,-9.537678,-36.637191,1,1683
AL,IGREJA NOVA,40,34,-6,-15.0,2526,2199,-327,-12.95,0,0,0,0.0,79,99,20,25.32,947,957,10,1.06,3592,3289,-303,-8.44,IGREJA NOVA AL,-10.1267244,-36.658151,1,1684
AL,INHAPI,0,0,0,0.0,0,0,0,0.0,3,2,-1,-33.33,69,81,12,17.39,619,582,-37,-5.98,691,665,-26,-3.76,INHAPI AL,-9.222095,-37.7480654,1,1685
AL,JACARE DOS HOMENS,6,5,-1,-16.67,0,0,0,0.0,0,0,0,0.0,19,23,4,21.05,203,200,-3,-1.48,228,228,0,0.0,JACARE DOS HOMENS AL,-9.6348723,-37.2055752,1,1686
AL,JACUIPE,172,145,-27,-15.7,1,1,0,0.0,0,0,0,0.0,30,33,3,10.0,212,391,179,84.43,415,570,155,37.35,JACUIPE AL,-8.83951,-35.459074,1,1687
AL,JAPARATINGA,8,7,-1,-12.5,31,28,-3,-9.68,0,0,0,0.0,53,40,-13,-24.53,965,990,25,2.59,1057,1065,8,0.76,JAPARATINGA AL,-9.087464,-35.263403,1,1688
AL,JARAMATAIA,3,3,0,0.0,5,5,0,0.0,1,0,-1,-100.0,11,8,-3,-27.27,518,15,-503,-97.1,538,31,-507,-94.24,JARAMATAIA AL,-9.6597307,-37.0015482,1,1689
AL,JEQUIA DA PRAIA,87,217,130,149.43,21,4,-17,-80.95,2,0,-2,-100.0,31,27,-4,-12.9,62,477,415,669.35,203,725,522,257.14,JEQUIA DA PRAIA AL,-10.0092595,-36.0232787,1,1690
AL,JOAQUIM GOMES,61,54,-7,-11.48,0,8,8,0.0,12,9,-3,-25.0,102,115,13,12.75,1445,822,-623,-43.11,1620,1008,-612,-37.78,JOAQUIM GOMES AL,-9.1372894,-35.7518862,1,1691
AL,JUNDIA,1,1,0,0.0,3,3,0,0.0,14,2,-12,-85.71,2,2,0,0.0,283,147,-136,-48.06,303,155,-148,-48.84,JUNDIA AL,-8.944022,-35.5546827,1,1692
AL,JUNQUEIRO,384,189,-195,-50.78,21,30,9,42.86,89,133,44,49.44,270,273,3,1.11,1842,1155,-687,-37.3,2606,1780,-826,-31.7,JUNQUEIRO AL,-9.9201549,-36.474737,1,1693
AL,LAGOA DA CANOA,2,4,2,100.0,36,29,-7,-19.44,2,3,1,50.0,291,456,165,56.7,579,622,43,7.43,910,1114,204,22.42,LAGOA DA CANOA AL,-9.8294012,-36.7395617,1,1694
AL,LIMOEIRO DE ANADIA,119,233,114,95.8,358,387,29,8.1,3,1,-2,-66.67,289,279,-10,-3.46,1109,1094,-15,-1.35,1878,1994,116,6.18,LIMOEIRO DE ANADIA AL,-9.7389667,-36.5015847,1,1695
AL,MACEIO,500,642,142,28.4,16207,15067,-1140,-7.03,17040,17090,50,0.29,47297,47008,-289,-0.61,170032,166717,-3315,-1.95,251076,246524,-4552,-1.81,MACEIO AL,-9.6476843,-35.7339264,1,1696
AL,MAJOR ISIDORO,19,29,10,52.63,27,24,-3,-11.11,0,0,0,0.0,193,182,-11,-5.7,753,799,46,6.11,992,1034,42,4.23,MAJOR ISIDORO AL,-9.4945,-37.036265625,1,1697
AL,MARAVILHA,2,0,-2,-100.0,1,1,0,0.0,0,0,0,0.0,30,31,1,3.33,280,280,0,0.0,313,312,-1,-0.32,MARAVILHA AL,-9.230449,-37.352419,1,1699
AL,MARIBONDO,35,36,1,2.86,25,16,-9,-36.0,2,2,0,0.0,254,192,-62,-24.41,710,641,-69,-9.72,1026,887,-139,-13.55,MARIBONDO AL,-9.5808649,-36.3040574,1,1701
AL,MAR VERMELHO,5,11,6,120.0,1,1,0,0.0,0,2,2,0.0,5,5,0,0.0,304,308,4,1.32,315,327,12,3.81,MAR VERMELHO AL,-9.447393,-36.388076,1,1702
AL,MATA GRANDE,0,0,0,0.0,4,4,0,0.0,0,0,0,0.0,106,122,16,15.09,701,682,-19,-2.71,811,808,-3,-0.37,MATA GRANDE AL,-9.118243,-37.732298,1,1703
AL,MATRIZ DE CAMARAGIBE,320,196,-124,-38.75,2078,2153,75,3.61,2,6,4,200.0,199,189,-10,-5.03,1047,1048,1,0.1,3646,3592,-54,-1.48,MATRIZ DE CAMARAGIBE AL,-9.154373,-35.524302,1,1704
AL,MINADOR DO NEGRAO,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,7,4,-3,-42.86,370,346,-24,-6.49,377,350,-27,-7.16,MINADOR DO NEGRAO AL,-9.312358,-36.869553,1,1706
AL,MONTEIROPOLIS,21,22,1,4.76,2,18,16,800.0,0,0,0,0.0,26,24,-2,-7.69,442,385,-57,-12.9,491,449,-42,-8.55,MONTEIROPOLIS AL,-9.602565,-37.2461716,1,1707
AL,MURICI,423,442,19,4.49,119,126,7,5.88,27,26,-1,-3.7,234,211,-23,-9.83,2104,2066,-38,-1.81,2907,2871,-36,-1.24,MURICI AL,-9.306823,-35.942798,1,1708
AL,NOVO LINO,83,110,27,32.53,0,0,0,0.0,1,0,-1,-100.0,37,39,2,5.41,843,827,-16,-1.9,964,976,12,1.24,NOVO LINO AL,-8.941905,-35.664001,1,1709
AL,OLIVENCA,0,0,0,0.0,1,0,-1,-100.0,2,0,-2,-100.0,41,43,2,4.88,647,687,40,6.18,691,730,39,5.64,OLIVENCA AL,-9.5190555,-37.1893316,1,1713
AL,OURO BRANCO,0,0,0,0.0,142,65,-77,-54.23,0,2,2,0.0,54,51,-3,-5.56,276,268,-8,-2.9,472,386,-86,-18.22,OURO BRANCO AL,-9.1622698,-37.3582893,1,1714
AL,PALMEIRA DOS INDIOS,10,8,-2,-20.0,618,597,-21,-3.4,24,42,18,75.0,1955,1873,-82,-4.19,5215,3795,-1420,-27.23,7822,6315,-1507,-19.27,PALMEIRA DOS INDIOS AL,-9.4076249,-36.6323616,1,1716
AL,PAO DE ACUCAR,2,2,0,0.0,36,32,-4,-11.11,1,0,-1,-100.0,103,96,-7,-6.8,1463,1032,-431,-29.46,1605,1162,-443,-27.6,PAO DE ACUCAR AL,-9.7496551,-37.4329891,1,1717
AL,PARICONHA,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,37,39,2,5.41,636,900,264,41.51,673,939,266,39.52,PARICONHA AL,-9.2540147,-38.0039241,1,1718
AL,PASSO DE CAMARAGIBE,24,31,7,29.17,53,37,-16,-30.19,0,4,4,0.0,91,90,-1,-1.1,924,1051,127,13.74,1092,1213,121,11.08,PASSO DE CAMARAGIBE AL,-9.2367833,-35.4901015,1,1720
AL,PAULO JACINTO,13,11,-2,-15.38,3,3,0,0.0,0,0,0,0.0,38,36,-2,-5.26,471,340,-131,-27.81,525,390,-135,-25.71,PAULO JACINTO AL,-9.367918,-36.367241,1,1721
AL,PENEDO,78,113,35,44.87,666,777,111,16.67,115,103,-12,-10.43,1370,1287,-83,-6.06,4007,4346,339,8.46,6236,6626,390,6.25,PENEDO AL,-10.2872341,-36.5819262,1,1722
AL,PIACABUCU,8,11,3,37.5,7,3,-4,-57.14,0,0,0,0.0,98,190,92,93.88,617,594,-23,-3.73,730,798,68,9.32,PIACABUCU AL,-10.4066897,-36.433654,1,1723
AL,PILAR,1029,1204,175,17.01,18,25,7,38.89,22,13,-9,-40.91,56,59,3,5.36,583,645,62,10.63,1708,1946,238,13.93,PILAR AL,-9.6016711,-35.9511275,1,1724
AL,PINDOBA,24,26,2,8.33,0,0,0,0.0,0,0,0,0.0,2,1,-1,-50.0,344,363,19,5.52,370,390,20,5.41,PINDOBA AL,-9.473822,-36.291829,1,1725
AL,PIRANHAS,85,89,4,4.71,36,77,41,113.89,6,1,-5,-83.33,214,220,6,2.8,2189,2366,177,8.09,2530,2753,223,8.81,PIRANHAS AL,-9.6115579,-37.7616366,1,1726
AL,POCO DAS TRINCHEIRAS,0,1,1,0.0,0,0,0,0.0,0,0,0,0.0,40,20,-20,-50.0,687,681,-6,-0.87,727,702,-25,-3.44,POCO DAS TRINCHEIRAS AL,-9.3063206,-37.2855185,1,1727
AL,PORTO CALVO,197,150,-47,-23.86,1583,1469,-114,-7.2,88,63,-25,-28.41,417,378,-39,-9.35,1489,1099,-390,-26.19,3774,3159,-615,-16.3,PORTO CALVO AL,-9.051948,-35.398653,1,1728
AL,PORTO DE PEDRAS,125,96,-29,-23.2,13,11,-2,-15.38,2,2,0,0.0,38,41,3,7.89,763,829,66,8.65,941,979,38,4.04,PORTO DE PEDRAS AL,-9.160065,-35.304914,1,1729
AL,PORTO REAL DO COLEGIO,9,12,3,33.33,1,1,0,0.0,3,3,0,0.0,103,91,-12,-11.65,646,612,-34,-5.26,762,719,-43,-5.64,PORTO REAL DO COLEGIO AL,-10.186833,-36.8357056,1,1730
AL,QUEBRANGULO,28,19,-9,-32.14,8,5,-3,-37.5,0,0,0,0.0,62,57,-5,-8.06,532,505,-27,-5.08,630,586,-44,-6.98,QUEBRANGULO AL,-9.3217611,-36.4735837,1,1731
AL,ROTEIRO,0,4,4,0.0,24,31,7,29.17,0,0,0,0.0,33,30,-3,-9.09,786,742,-44,-5.6,843,807,-36,-4.27,ROTEIRO AL,-9.8334935,-35.9777132,1,1733
AL,SANTANA DO IPANEMA,3,5,2,66.67,254,145,-109,-42.91,60,65,5,8.33,1393,1453,60,4.31,2528,2669,141,5.58,4238,4337,99,2.34,SANTANA DO IPANEMA AL,-9.369989,-37.248018,1,1735
AL,SANTANA DO MUNDAU,53,31,-22,-41.51,4,17,13,325.0,0,0,0,0.0,37,30,-7,-18.92,744,768,24,3.23,838,846,8,0.95,SANTANA DO MUNDAU AL,-9.171413,-36.217608,1,1736
AL,SAO BRAS,25,22,-3,-12.0,0,0,0,0.0,0,0,0,0.0,10,10,0,0.0,364,349,-15,-4.12,399,381,-18,-4.51,SAO BRAS AL,-10.1258829,-36.898249,1,1737
AL,SAO JOSE DA LAJE,29,36,7,24.14,5057,5000,-57,-1.13,0,0,0,0.0,126,132,6,4.76,1029,1022,-7,-0.68,6241,6190,-51,-0.82,SAO JOSE DA LAJE AL,-9.0093044,-36.056732,1,1738
AL,SAO JOSE DA TAPERA,0,6,6,0.0,20,19,-1,-5.0,89,163,74,83.15,216,232,16,7.41,1574,1566,-8,-0.51,1899,1986,87,4.58,SAO JOSE DA TAPERA AL,-9.5584287,-37.3818893,1,1739
AL,SAO LUIS DO QUITUNDE,55,58,3,5.45,5145,5223,78,1.52,64,37,-27,-42.19,360,338,-22,-6.11,1818,2178,360,19.8,7442,7834,392,5.27,SAO LUIS DO QUITUNDE AL,-9.3181755,-35.5605097,1,1740
AL,SAO MIGUEL DOS CAMPOS,1553,1775,222,14.29,5130,4612,-518,-10.1,614,671,57,9.28,1119,1143,24,2.14,3134,3115,-19,-0.61,11550,11316,-234,-2.03,SAO MIGUEL DOS CAMPOS AL,-9.7831115,-36.0967804,1,1741
AL,SAO MIGUEL DOS MILAGRES,19,10,-9,-47.37,4,5,1,25.0,12,5,-7,-58.33,93,195,102,109.68,1071,925,-146,-13.63,1199,1140,-59,-4.92,SAO MIGUEL DOS MILAGRES AL,-9.267217,-35.376312,1,1742
AL,SENADOR RUI PALMEIRA,1,1,0,0.0,2,3,1,50.0,0,0,0,0.0,45,63,18,40.0,592,628,36,6.08,640,695,55,8.59,SENADOR RUI PALMEIRA AL,-9.469865,-37.457606,1,1745
AL,TAQUARANA,9,21,12,133.33,16,18,2,12.5,3,3,0,0.0,170,179,9,5.29,746,886,140,18.77,944,1107,163,17.27,TAQUARANA AL,-9.64529,-36.492844,1,1747
AL,TEOTONIO VILELA,110,192,82,74.55,741,781,40,5.4,146,44,-102,-69.86,567,585,18,3.17,3381,3361,-20,-0.59,4945,4963,18,0.36,TEOTONIO VILELA AL,-9.9062736,-36.3571341,1,1748
AL,TRAIPU,1,6,5,500.0,0,0,0,0.0,0,0,0,0.0,40,33,-7,-17.5,1581,632,-949,-60.03,1622,671,-951,-58.63,TRAIPU AL,-9.967583,-37.0015357,1,1749
AL,UNIAO DOS PALMARES,266,290,24,9.02,470,485,15,3.19,63,75,12,19.05,1099,1049,-50,-4.55,2720,2673,-47,-1.73,4618,4572,-46,-1.0,UNIAO DOS PALMARES AL,-9.1576807,-36.0342251,1,1750
AL,VICOSA,0,4,4,0.0,1,1,0,0.0,0,0,0,0.0,2,2,0,0.0,153,106,-47,-30.72,156,113,-43,-27.56,VICOSA AL,-9.3728032,-36.2432636,1,1751
SE,AMPARO DE SAO FRANCISCO,2,3,1,50.0,4,4,0,0.0,0,0,0,0.0,21,9,-12,-57.14,333,293,-40,-12.01,360,309,-51,-14.17,AMPARO DE SAO FRANCISCO SE,-10.2002447,-36.93251519749188,24,1752
SE,AQUIDABA,78,64,-14,-17.95,58,75,17,29.31,6,5,-1,-16.67,271,268,-3,-1.11,1131,851,-280,-24.76,1544,1263,-281,-18.2,AQUIDABA SE,-10.2837579,-37.0188687,24,1753
SE,ARACAJU,606,705,99,16.34,11974,12253,279,2.33,13112,14497,1385,10.56,34284,33498,-786,-2.29,125146,147350,22204,17.74,185122,208303,23181,12.52,ARACAJU SE,-10.9162061,-37.0774655,24,1754
SE,ARAUA,151,122,-29,-19.21,15,16,1,6.67,7,6,-1,-14.29,39,40,1,2.56,496,414,-82,-16.53,708,598,-110,-15.54,ARAUA SE,-11.2628389,-37.619978,24,1755
SE,AREIA BRANCA,12,11,-1,-8.33,1295,1343,48,3.71,246,153,-93,-37.8,555,540,-15,-2.7,2295,881,-1414,-61.61,4403,2928,-1475,-33.5,AREIA BRANCA SE,-10.7591455,-37.3148072,24,1756
SE,BOQUIM,187,144,-43,-22.99,140,124,-16,-11.43,15,6,-9,-60.0,499,484,-15,-3.01,1093,890,-203,-18.57,1934,1648,-286,-14.79,BOQUIM SE,-11.1450175,-37.6204228,24,1758
SE,BREJO GRANDE,34,28,-6,-17.65,8,9,1,12.5,0,0,0,0.0,19,22,3,15.79,182,119,-63,-34.62,243,178,-65,-26.75,BREJO GRANDE SE,-10.4287358,-36.4667918,24,1759
SE,CAMPO DO BRITO,71,50,-21,-29.58,229,265,36,15.72,169,241,72,42.6,281,279,-2,-0.71,878,607,-271,-30.87,1628,1442,-186,-11.43,CAMPO DO BRITO SE,-10.7496246,-37.4942276,24,1760
SE,CANHOBA,15,16,1,6.67,5,5,0,0.0,0,0,0,0.0,5,5,0,0.0,284,216,-68,-23.94,309,242,-67,-21.68,CANHOBA SE,-10.1373681,-36.9710796,24,1761
SE,CANINDE DE SAO FRANCISCO,48,47,-1,-2.08,110,107,-3,-2.73,34,38,4,11.76,379,414,35,9.23,1820,1674,-146,-8.02,2391,2280,-111,-4.64,CANINDE DE SAO FRANCISCO SE,-9.6597475,-37.7904456,24,1762
SE,CAPELA,159,143,-16,-10.06,45,31,-14,-31.11,0,0,0,0.0,184,170,-14,-7.61,1272,831,-441,-34.67,1660,1175,-485,-29.22,CAPELA SE,-10.50494,-37.0552566,24,1763
SE,CARIRA,107,104,-3,-2.8,39,27,-12,-30.77,3,117,114,3800.0,252,246,-6,-2.38,854,1039,185,21.66,1255,1533,278,22.15,CARIRA SE,-10.358303,-37.701473,24,1764
SE,CEDRO DE SAO JOAO,17,9,-8,-47.06,23,23,0,0.0,1,1,0,0.0,48,46,-2,-4.17,377,433,56,14.85,466,512,46,9.87,CEDRO DE SAO JOAO SE,-10.2506778,-36.8816067,24,1766
SE,CRISTINAPOLIS,247,253,6,2.43,17,17,0,0.0,0,0,0,0.0,158,152,-6,-3.8,1155,662,-493,-42.68,1577,1084,-493,-31.26,CRISTINAPOLIS SE,-11.4757019,-37.7555212,24,1767
SE,CUMBE,26,24,-2,-7.69,6,5,-1,-16.67,24,24,0,0.0,17,17,0,0.0,312,156,-156,-50.0,385,226,-159,-41.3,CUMBE SE,-10.3552462,-37.1828788,24,1768
SE,ESTANCIA,289,270,-19,-6.57,3098,3478,380,12.27,143,183,40,27.97,2068,2083,15,0.73,4098,3729,-369,-9.0,9696,9743,47,0.48,ESTANCIA SE,-11.2682255,-37.4378341,24,1770
