index,Municipio,IDHM_2010,IDHM_Renda_2010,IDHM_Longevidade_2010,IDHM_Educação_2010,nome_municipio,UF,Municipio_mapa,nome_unico,Pop_2018,Area,pop_por_area
1324,Paiva (MG),720,657,845,672,Paiva,MG,PAIVA MG,Paiva MG,1535,58.419,26.275697974973895
5073,Pajeú do Piauí (PI),559,560,732,427,Pajeú do Piauí,PI,PAJEU DO PIAUI PI,Pajeú do Piauí PI,3375,986.95,3.4196261208774508
5096,Palestina (AL),558,505,735,467,Palestina,AL,PALESTINA AL,Palestina AL,4985,38.189,130.53497080311084
967,Palestina (SP),732,717,848,645,Palestina,SP,PALESTINA SP,Palestina SP,12786,697.701,18.32590178314206
1522,Palestina de Goiás (GO),713,656,837,660,Palestina de Goiás,GO,PALESTINA DE GOIAS GO,Palestina de Goiás GO,3460,1320.687,2.619848609095115
4436,Palestina do Pará (PA),589,574,761,467,Palestina do Pará,PA,PALESTINA DO PARA PA,Palestina do Pará PA,7596,984.362,7.716673337654237
3337,Palhano (CE),638,572,723,628,Palhano,CE,PALHANO CE,Palhano CE,9348,440.381,21.2270738292524
1820,Palma (MG),703,663,841,623,Palma,MG,PALMA MG,Palma MG,6621,316.476,20.92101770750389
1800,Palma Sola (SC),704,700,800,622,Palma Sola,SC,PALMA SOLA SC,Palma Sola SC,7475,330.627,22.608558889624863
3677,Palmares (PE),622,588,744,550,Palmares,PE,PALMARES PE,Palmares PE,62994,339.291,185.6636338718092
1464,Palmares do Sul (RS),715,725,852,592,Palmares do Sul,RS,PALMARES DO SUL RS,Palmares do Sul RS,11306,949.201,11.911070468741604
2906,Palmas (PR),660,687,827,505,Palmas,PR,PALMAS PR,Palmas PR,50198,1557.903,32.2215182845145
83,Palmas (TO),788,789,827,749,Palmas,TO,PALMAS TO,Palmas TO,291855,2218.942,131.52889980900807
4513,Palmas de Monte Alto (BA),586,561,777,462,Palmas de Monte Alto,BA,PALMAS DE MONTE ALTO BA,Palmas de Monte Alto BA,21703,2562.819,8.46840920096191
1373,Palmeira (PR),718,725,826,618,Palmeira,PR,PALMEIRA PR,Palmeira PR,33757,1470.072,22.962820868637728
874,Palmeira das Missões (RS),737,722,831,667,Palmeira das Missões,RS,PALMEIRA DAS MISSOES RS,Palmeira das Missões RS,33481,1419.43,23.58763729102527
5097,Palmeira do Piauí (PI),557,570,704,431,Palmeira do Piauí,PI,PALMEIRA DO PIAUI PI,Palmeira do Piauí PI,5051,2023.513,2.496153965899898
3341,Palmeira dos Índios (AL),638,625,794,523,Palmeira dos Índios,AL,PALMEIRA DOS INDIOS AL,Palmeira dos Índios AL,73096,450.958,162.09048292745666
5012,Palmeirais (PI),562,515,776,443,Palmeirais,PI,PALMEIRAIS PI,Palmeirais PI,14488,1499.18,9.663949625795434
4839,Palmeirante (TO),571,564,756,436,Palmeirante,TO,PALMEIRANTE TO,Palmeirante TO,5919,2640.816,2.2413526728102227
3251,Palmeiras (BA),643,608,782,560,Palmeiras,BA,PALMEIRAS BA,Palmeiras BA,8961,737.454,12.15126638407277
1968,Palmeiras de Goiás (GO),698,698,815,598,Palmeiras de Goiás,GO,PALMEIRAS DE GOIAS GO,Palmeiras de Goiás GO,28313,1539.692,18.388742683601656
3530,Palmeiras do Tocantins (TO),628,586,810,522,Palmeiras do Tocantins,TO,PALMEIRAS DO TOCANTINS TO,Palmeiras do Tocantins TO,6570,747.898,8.784620362669775
5222,Palmeirina (PE),549,554,681,438,Palmeirina,PE,PALMEIRINA PE,Palmeirina PE,7789,168.796,46.144458399488144
5125,Palmeirândia (MA),556,488,715,492,Palmeirândia,MA,PALMEIRANDIA MA,Palmeirândia MA,19661,532.161,36.945586016262
2612,Palmeirópolis (TO),673,652,817,571,Palmeirópolis,TO,PALMEIROPOLIS TO,Palmeirópolis TO,7641,1703.944,4.484302301014587
1250,Palminópolis (GO),722,718,833,630,Palminópolis,GO,PALMINOPOLIS GO,Palminópolis GO,3589,387.693,9.257324738904236
3322,Palmital (PR),639,647,791,511,Palmital,PR,PALMITAL PR,Palmital PR,13389,817.647,16.375037149283248
644,Palmital (SP),746,727,814,702,Palmital,SP,PALMITAL SP,Palmital SP,22168,548.407,40.42253289983534
1306,Palmitinho (RS),720,707,836,632,Palmitinho,RS,PALMITINHO RS,Palmitinho RS,7058,144.189,48.949642483129786
859,Palmitos (SC),737,757,836,632,Palmitos,SC,PALMITOS SC,Palmitos SC,16182,351.051,46.09586641257253
3666,Palmácia (CE),622,590,742,551,Palmácia,CE,PALMACIA CE,Palmácia CE,13214,117.813,112.16079719555567
4950,Palmópolis (MG),565,559,738,437,Palmópolis,MG,PALMOPOLIS MG,Palmópolis MG,5671,433.154,13.092341292011618
255,Palotina (PR),768,760,864,689,Palotina,PR,PALOTINA PR,Palotina PR,31564,651.238,48.46768769635678
352,Panambi (RS),761,752,848,691,Panambi,RS,PANAMBI RS,Panambi RS,43170,490.823,87.9543134694177
2296,Panamá (GO),686,688,818,574,Panamá,GO,PANAMA GO,Panamá GO,2627,433.817,6.055548768259428
2744,Pancas (ES),667,648,815,562,Pancas,ES,PANCAS ES,Pancas ES,23059,837.842,27.52189553638992
4880,Panelas (PE),569,546,778,433,Panelas,PE,PANELAS PE,Panelas PE,26492,380.428,69.63735582028663
1248,Panorama (SP),722,724,814,639,Panorama,SP,PANORAMA SP,Panorama SP,15690,356.05,44.066844544305575
2873,Pantano Grande (RS),661,676,816,524,Pantano Grande,RS,PANTANO GRANDE RS,Pantano Grande RS,9269,841.225,11.018455228981544
4314,Pão de Açúcar (AL),593,536,793,491,Pão de Açúcar,AL,PAO DE ACUCAR AL,Pao de Açúcar AL,24446,692.39,35.30669131558803
2770,Papagaios (MG),666,650,833,545,Papagaios,MG,PAPAGAIOS MG,Papagaios MG,15543,553.577,28.07739483396167
1793,Papanduva (SC),704,691,836,603,Papanduva,SC,PAPANDUVA SC,Papanduva SC,19218,763.553,25.16917620649778
5501,Paquetá (PI),509,519,731,348,Paquetá,PI,PAQUETA PI,Paquetá PI,3953,432.681,9.136060977949112
681,Paracatu (MG),744,704,854,685,Paracatu,MG,PARACATU MG,Paracatu MG,92430,8229.587,11.231426315804184
3366,Paracuru (CE),637,597,746,581,Paracuru,CE,PARACURU CE,Paracuru CE,34097,302.468,112.72928045280824
3213,Paragominas (PA),645,667,781,514,Paragominas,PA,PARAGOMINAS PA,Paragominas PA,111764,19342.565,5.778137491072151
1481,Paraguaçu (MG),715,690,850,623,Paraguaçu,MG,PARAGUACU MG,Paraguaçu MG,21418,424.296,50.47891094896016
334,Paraguaçu Paulista (SP),762,717,836,739,Paraguaçu Paulista,SP,PARAGUACU PAULISTA SP,Paraguaçu Paulista SP,46291,1120.443,41.31490847816444
4639,Paraibano (MA),580,572,723,473,Paraibano,MA,PARAIBANO MA,Paraibano MA,21290,530.517,40.13066499282775
1360,Paraibuna (SP),719,709,815,642,Paraibuna,SP,PARAIBUNA SP,Paraibuna SP,18180,809.576,22.456199294445486
3410,Paraipaba (CE),634,574,738,602,Paraipaba,CE,PARAIPABA CE,Paraipaba CE,32700,301.148,108.58448337694422
1060,Paraisópolis (MG),729,692,852,657,Paraisópolis,MG,PARAISOPOLIS MG,Paraisópolis MG,20940,331.238,63.21738447883395
4847,Parambu (CE),570,526,764,460,Parambu,CE,PARAMBU CE,Parambu CE,31398,2303.54,13.63032549901456
3816,Paramirim (BA),615,604,776,496,Paramirim,BA,PARAMIRIM BA,Paramirim BA,21518,1087.06,19.794675546887937
4575,Paramoti (CE),583,515,741,518,Paramoti,CE,PARAMOTI CE,Paramoti CE,11664,482.592,24.169484782176248
4276,Paranã (TO),595,588,777,461,Paranã,TO,PARANA TO,Parana TO,10461,11260.216,0.9290230311745352
1423,Paranacity (PR),717,689,839,638,Paranacity,PR,PARANACITY PR,Paranacity PR,15850,607.734,26.080489161376523
550,Paranaguá (PR),750,733,852,676,Paranaguá,PR,PARANAGUA PR,Paranaguá PR,153666,826.431,185.93929801762036
1579,Paranaiguara (GO),711,702,836,613,Paranaiguara,GO,PARANAIGUARA GO,Paranaiguara GO,9972,1153.623,8.644071763479056
1405,Paranapanema (SP),717,697,839,631,Paranapanema,SP,PARANAPANEMA SP,Paranapanema SP,19993,1018.724,19.6255315473082
1656,Paranapoema (PR),709,680,834,629,Paranapoema,PR,PARANAPOEMA PR,Paranapoema PR,3164,175.875,17.99004975124378
965,Paranapuã (SP),732,712,842,655,Paranapuã,SP,PARANAPUA SP,Paranapua SP,4061,140.354,28.933981218917875
5345,Paranatama (PE),537,528,703,418,Paranatama,PE,PARANATAMA PE,Paranatama PE,11478,185.371,61.91907040475586
2755,Paranatinga (MT),667,679,820,532,Paranatinga,MT,PARANATINGA MT,Paranatinga MT,22246,24162.444,0.9206850101752952
326,Paranavaí (PR),763,750,844,703,Paranavaí,PR,PARANAVAI PR,Paranavaí PR,89347,1333.538,66.99996550529494
1277,Paranaíba (MS),721,727,823,627,Paranaíba,MS,PARANAIBA MS,Paranaíba MS,42010,5402.652,7.775810842526966
2640,Paranaíta (MT),672,677,809,555,Paranaíta,MT,PARANAITA MT,Paranaíta MT,11193,4796.013,2.3338135238582547
4456,Paranhos (MS),588,566,811,444,Paranhos,MS,PARANHOS MS,Paranhos MS,14048,1309.156,10.730577562948952
4434,Paraná (RN),589,532,776,496,Paraná,RN,PARANA RN,Paraná RN,4232,81.39,51.996559773928
2084,Paraopeba (MG),694,674,793,625,Paraopeba,MG,PARAOPEBA MG,Paraopeba MG,35870,781.662,45.88939976613933
858,Parapuã (SP),737,693,830,696,Parapuã,SP,PARAPUA SP,Parapua SP,10980,366.663,29.945754002994576
4544,Parari (PB),584,583,733,467,Parari,PB,PARARI PB,Parari PB,1786,207.688,8.59943761796541
4399,Paratinga (BA),590,519,774,510,Paratinga,BA,PARATINGA BA,Paratinga BA,31853,2624.118,12.138554744870468
2110,Paraty (RJ),693,726,842,544,Paraty,RJ,PARATY RJ,Paraty RJ,42630,924.296,46.12158875511741
1478,Parauapebas (PA),715,701,809,644,Parauapebas,PA,PARAUAPEBAS PA,Parauapebas PA,202882,6886.208,29.462078403672965
5209,Parazinho (RN),549,543,719,424,Parazinho,RN,PARAZINHO RN,Parazinho RN,5201,231.007,22.51446925850732
196,Paraí (RS),773,787,866,679,Paraí,RS,PARAI RS,Paraí RS,7585,122.434,61.95174543019096
1905,Paraíso (SC),700,728,833,565,Paraíso,SC,PARAISO SC,Paraíso SC,3515,180.534,19.47001672815093
576,Paraíso (SP),749,751,837,668,Paraíso,SP,PARAISO SP,Paraíso SP,6411,155.186,41.311716263064966
628,Paraíso do Norte (PR),746,752,825,668,Paraíso do Norte,PR,PARAISO DO NORTE PR,Paraíso do Norte PR,13631,204.564,66.6344029252459
2533,Paraíso do Sul (RS),676,692,831,537,Paraíso do Sul,RS,PARAISO DO SUL RS,Paraíso do Sul RS,7599,337.534,22.51328755029123
318,Paraíso do Tocantins (TO),764,759,831,706,Paraíso do Tocantins,TO,PARAISO DO TOCANTINS TO,Paraíso do Tocantins TO,50602,1268.06,39.905051811428486
4098,Paraú (RN),603,582,721,522,Paraú,RN,PARAU RN,Paraú RN,3787,383.214,9.882206808728284
2620,Paraúna (GO),672,687,807,547,Paraúna,GO,PARAUNA GO,Paraúna GO,10995,3779.385,2.9092034815188184
1122,Pardinho (SP),727,718,821,652,Pardinho,SP,PARDINHO SP,Pardinho SP,6360,209.894,30.301009080774104
573,Pareci Novo (RS),749,738,852,668,Pareci Novo,RS,PARECI NOVO RS,Pareci Novo RS,3812,57.639,66.13577612380506
3766,Parecis (RO),617,604,800,485,Parecis,RO,PARECIS RO,Parecis RO,5947,2548.683,2.33336197557719
2543,Parelhas (RN),676,625,802,617,Parelhas,RN,PARELHAS RN,Parelhas RN,21408,513.507,41.68979195999276
5238,Pariconha (AL),548,526,754,416,Pariconha,AL,PARICONHA AL,Pariconha AL,10527,254.719,41.32789466039047
2947,Parintins (AM),658,589,800,605,Parintins,AM,PARINTINS AM,Parintins AM,113168,5956.047,19.000521654714948
4711,Paripiranga (BA),577,567,717,472,Paripiranga,BA,PARIPIRANGA BA,Paripiranga BA,28956,435.71,66.45704711849625
882,Pariquera-Açu (SP),736,682,862,678,Pariquera-Açu,SP,PARIQUERA-ACU SP,Pariquera-Açu SP,19570,359.414,54.449743193086526
4746,Parnaguá (PI),575,526,777,464,Parnaguá,PI,PARNAGUA PI,Parnaguá PI,10762,3429.282,3.1382662609840777
4196,Parnamirim (PE),599,556,776,499,Parnamirim,PE,PARNAMIRIM PE,Parnamirim PE,21914,2609.548,8.397622883349914
5302,Parnarama (MA),542,504,758,416,Parnarama,MA,PARNARAMA MA,Parnarama MA,34805,3240.492,10.74065296257482
2252,Parnaíba (PI),687,658,816,604,Parnaíba,PI,PARNAIBA PI,Parnaíba PI,152653,435.942,350.16814163352007
1158,Pará de Minas (MG),725,715,848,628,Pará de Minas,MG,PARA DE MINAS MG,Pará de Minas MG,93101,551.247,168.8916220859252
1479,Passa Quatro (MG),715,683,860,623,Passa Quatro,MG,PASSA QUATRO MG,Passa Quatro MG,16294,277.221,58.77621103740337
3663,Passa Sete (RS),622,639,782,482,Passa Sete,RS,PASSA SETE RS,Passa Sete RS,5656,304.832,18.554482469032124
2280,Passa Tempo (MG),687,676,808,594,Passa Tempo,MG,PASSA TEMPO MG,Passa Tempo MG,8112,429.172,18.90151268023077
3265,Passabém (MG),642,631,787,533,Passabém,MG,PASSABEM MG,Passabém MG,1664,94.183,17.66773196861429
5384,Passagem Franca (MA),532,525,717,401,Passagem Franca,MA,PASSAGEM FRANCA MA,Passagem Franca MA,18898,1358.327,13.91270290585404
5041,Passagem Franca do Piauí (PI),561,594,758,393,Passagem Franca do Piauí,PI,PASSAGEM FRANCA DO PIAUI PI,Passagem Franca do Piauí PI,4302,643.438,6.685958864723563
3709,Passagem (PB),620,566,790,534,Passagem,PB,PASSAGEM PB,Passagem PB,2402,111.876,21.470199149057883
4421,Passagem (RN),589,547,747,501,Passagem,RN,PASSAGEM RN,Passagem RN,3075,41.215,74.60875894698532
4343,Passira (PE),592,559,763,487,Passira,PE,PASSIRA PE,Passira PE,28972,326.757,88.66527725496317
171,Passo Fundo (RS),776,787,849,699,Passo Fundo,RS,PASSO FUNDO RS,Passo Fundo RS,201767,783.603,257.4862526049543
5378,Passo de Camaragibe (AL),533,513,703,421,Passo de Camaragibe,AL,PASSO DE CAMARAGIBE AL,Passo de Camaragibe AL,15232,251.573,60.54703803667325
1982,Passo do Sobrado (RS),698,726,851,551,Passo do Sobrado,RS,PASSO DO SOBRADO RS,Passo do Sobrado RS,6493,265.108,24.491905185811067
451,Passos (MG),756,741,886,658,Passos,MG,PASSOS MG,Passos MG,118385,1556.862,76.04077946536044
2936,Passos Maia (SC),659,648,808,547,Passos Maia,SC,PASSOS MAIA SC,Passos Maia SC,4186,618.663,6.766203894527392
3922,Pastos Bons (MA),610,540,753,559,Pastos Bons,MA,PASTOS BONS MA,Pastos Bons MA,19358,1635.321,11.837431305535734
3833,Patis (MG),614,550,787,534,Patis,MG,PATIS MG,Patis MG,5942,444.196,13.376977730551378
601,Pato Bragado (PR),747,745,807,694,Pato Bragado,PR,PATO BRAGADO PR,Pato Bragado PR,5535,135.286,40.91332436467927
114,Pato Branco (PR),782,778,845,728,Pato Branco,PR,PATO BRANCO PR,Pato Branco PR,88710,847.305,104.6966558677218
1868,Patos (PB),701,667,821,628,Patos,PB,PATOS PB,Patos PB,108913,629.739,172.94942825519777
299,Patos de Minas (MG),765,749,855,698,Patos de Minas,MG,PATOS DE MINAS MG,Patos de Minas MG,150833,3190.187,47.28030049649127
4990,Patos do Piauí (PI),563,529,755,448,Patos do Piauí,PI,PATOS DO PIAUI PI,Patos do Piauí PI,6377,803.3,7.93850367235155
1061,Patrocínio (MG),729,723,852,628,Patrocínio,MG,PATROCINIO MG,Patrocínio MG,90041,2874.344,31.325756416072675
2399,Patrocínio do Muriaé (MG),682,691,796,576,Patrocínio do Muriaé,MG,PATROCINIO DO MURIAE MG,Patrocínio do Muriaé MG,5652,108.246,52.21440053212128
3753,Patu (RN),618,599,768,513,Patu,RN,PATU RN,Patu RN,12701,319.129,39.79895277458332
4583,Pau Brasil (BA),583,580,727,470,Pau Brasil,BA,PAU BRASIL BA,Pau Brasil BA,9981,626.306,15.93629950854694
4775,Pau D'Arco (PA),574,571,748,443,Pau D'Arco,PA,PAU D'ARCO PA,Pau D'Arco PA,5557,1671.419,3.324719893695117
2882,Pau D'Arco (TO),661,621,792,587,Pau D'Arco,TO,PAU D'ARCO TO,Pau D'Arco TO,4831,1377.406,3.5073173777375737
5487,Pau D'Arco do Piauí (PI),514,488,742,376,Pau D'Arco do Piauí,PI,PAU D'ARCO DO PIAUI PI,Pau D'Arco do Piauí PI,4023,430.817,9.338071617415284
2489,Pau dos Ferros (RN),678,666,803,584,Pau dos Ferros,RN,PAU DOS FERROS RN,Pau dos Ferros RN,30183,259.959,116.10677068306926
5537,Pauini (AM),496,531,724,317,Pauini,AM,PAUINI AM,Pauini AM,19329,41624.668,0.4643640641169799
3365,Paula Cândido (MG),637,632,823,497,Paula Cândido,MG,PAULA CANDIDO MG,Paula Cândido MG,9557,268.321,35.61778615911538
1414,Paula Freitas (PR),717,699,847,622,Paula Freitas,PR,PAULA FREITAS PR,Paula Freitas PR,5837,421.409,13.851151731453292
1582,Paulicéia (SP),711,692,811,640,Paulicéia,SP,PAULICEIA SP,Paulicéia SP,7274,374.091,19.444466720664224
5040,Paulino Neves (MA),561,481,720,511,Paulino Neves,MA,PAULINO NEVES MA,Paulino Neves MA,15901,979.739,16.22983263910082
4473,Paulista (PB),587,587,747,461,Paulista,PB,PAULISTA PB,Paulista PB,12260,576.838,21.25380089383848
4145,Paulistana (PI),600,596,767,472,Paulistana,PI,PAULISTANA PI,Paulistana PI,20490,1941.393,10.554277263799756
3598,Paulistas (MG),625,593,791,521,Paulistas,MG,PAULISTAS MG,Paulistas MG,4849,220.564,21.98454870241744
1382,Paulistânia (SP),718,683,817,663,Paulistânia,SP,PAULISTANIA SP,Paulistânia SP,1832,256.178,7.151277627274785
2575,Paulo Afonso (BA),674,678,789,572,Paulo Afonso,BA,PAULO AFONSO BA,Paulo Afonso BA,117014,1545.191,75.72785500303846
1633,Paulo Bento (RS),710,730,858,571,Paulo Bento,RS,PAULO BENTO RS,Paulo Bento RS,2287,149.718,15.275384389318589
1680,Paulo Frontin (PR),708,688,806,639,Paulo Frontin,PR,PAULO FRONTIN PR,Paulo Frontin PR,7321,369.862,19.793869064678177
4430,Paulo Jacinto (AL),589,551,732,507,Paulo Jacinto,AL,PAULO JACINTO AL,Paulo Jacinto AL,7568,118.457,63.88816194906169
5210,Paulo Ramos (MA),549,546,677,447,Paulo Ramos,MA,PAULO RAMOS MA,Paulo Ramos MA,21015,1168.609,17.982918153120504
3538,Pavão (MG),627,599,813,507,Pavão,MG,PAVAO MG,Pavao MG,8481,601.19,14.107021074868175
5426,Pavussu (PI),526,512,748,379,Pavussu,PI,PAVUSSU PI,Pavussu PI,3685,1090.697,3.37857351766806
1232,Peabiru (PR),723,727,826,629,Peabiru,PR,PEABIRU PR,Peabiru PR,13985,468.595,29.844535259659192
811,Pederneiras (SP),739,738,812,673,Pederneiras,SP,PEDERNEIRAS SP,Pederneiras SP,46251,728.735,63.46751562639368
3536,Pedra Azul (MG),627,596,797,518,Pedra Azul,MG,PEDRA AZUL MG,Pedra Azul MG,24319,1594.651,15.250358855950298
2514,Pedra Bela (SP),677,671,796,581,Pedra Bela,SP,PEDRA BELA SP,Pedra Bela SP,6075,158.587,38.3070491276082
4787,Pedra Bonita (MG),573,557,740,457,Pedra Bonita,MG,PEDRA BONITA MG,Pedra Bonita MG,7065,173.928,40.62025665792742
4080,Pedra Branca (CE),603,541,779,521,Pedra Branca,CE,PEDRA BRANCA CE,Pedra Branca CE,43160,1303.287,33.116266793116175
4174,Pedra Branca (PB),599,532,761,532,Pedra Branca,PB,PEDRA BRANCA PB,Pedra Branca PB,3800,112.932,33.64856727942479
3583,Pedra Branca do Amapari (AP),626,628,779,502,Pedra Branca do Amapari,AP,PEDRA BRANCA DO AMAPARI AP,Pedra Branca do Amapari AP,15931,9622.29,1.655634989176173
3007,Pedra Dourada (MG),655,631,827,539,Pedra Dourada,MG,PEDRA DOURADA MG,Pedra Dourada MG,2475,69.99,35.36219459922847
5067,Pedra Grande (RN),559,526,773,430,Pedra Grande,RN,PEDRA GRANDE RN,Pedra Grande RN,3275,221.167,14.80781490909584
4768,Pedra Lavrada (PB),574,564,733,458,Pedra Lavrada,PB,PEDRA LAVRADA PB,Pedra Lavrada PB,7766,337.22,23.029476306268904
4309,Pedra Mole (SE),593,599,698,499,Pedra Mole,SE,PEDRA MOLE SE,Pedra Mole SE,3236,82.202,39.36643877277925
4918,Pedra (PE),567,550,743,445,Pedra,PE,PEDRA PE,Pedra PE,22566,921.477,24.48894546472674
2466,Pedra Preta (MT),679,672,812,573,Pedra Preta,MT,PEDRA PRETA MT,Pedra Preta MT,17456,4049.47,4.310687571459969
5086,Pedra Preta (RN),558,530,752,435,Pedra Preta,RN,PEDRA PRETA RN,Pedra Preta RN,2478,294.985,8.40042714036307
3618,Pedra do Anta (MG),624,636,821,466,Pedra do Anta,MG,PEDRA DO ANTA MG,Pedra do Anta MG,3100,173.168,17.90169084357387
1683,Pedra do Indaiá (MG),708,688,843,611,Pedra do Indaiá,MG,PEDRA DO INDAIA MG,Pedra do Indaiá MG,3969,347.92,11.407794895378249
2552,Pedralva (MG),675,677,807,563,Pedralva,MG,PEDRALVA MG,Pedralva MG,11246,217.989,51.58975911628568
4449,Pedrão (BA),588,534,775,490,Pedrão,BA,PEDRAO BA,Pedrao BA,7298,158.488,46.047650295290495
3292,Pedras Altas (RS),640,647,820,493,Pedras Altas,RS,PEDRAS ALTAS RS,Pedras Altas RS,2010,1373.985,1.462898066572779
1081,Pedras Grandes (SC),728,715,870,621,Pedras Grandes,SC,PEDRAS GRANDES SC,Pedras Grandes SC,4000,159.892,25.016886398318867
3835,Pedras de Maria da Cruz (MG),614,564,787,521,Pedras de Maria da Cruz,MG,PEDRAS DE MARIA DA CRUZ MG,Pedras de Maria da Cruz MG,11453,1525.493,7.507736843105802
1455,Pedregulho (SP),715,716,820,623,Pedregulho,SP,PEDREGULHO SP,Pedregulho SP,16676,712.604,23.40149648332033
246,Pedreira (SP),769,750,864,701,Pedreira,SP,PEDREIRA SP,Pedreira SP,47361,108.817,435.23530330738765
2392,Pedreiras (MA),682,644,792,621,Pedreiras,MA,PEDREIRAS MA,Pedreiras MA,61152,553.759,110.43071083269076
195,Pedrinhas Paulista (SP),774,749,837,739,Pedrinhas Paulista,SP,PEDRINHAS PAULISTA SP,Pedrinhas Paulista SP,3085,152.309,20.254876599544342
4334,Pedrinhas (SE),592,568,750,486,Pedrinhas,SE,PEDRINHAS SE,Pedrinhas SE,9538,33.144,287.7745594979484
1051,Pedrinópolis (MG),729,719,855,631,Pedrinópolis,MG,PEDRINOPOLIS MG,Pedrinópolis MG,3626,357.891,10.131576373812138
973,Pedro Afonso (TO),732,699,846,664,Pedro Afonso,TO,PEDRO AFONSO TO,Pedro Afonso TO,20019,4055.78,4.93591861491501
5489,Pedro Alexandre (BA),513,489,778,354,Pedro Alexandre,BA,PEDRO ALEXANDRE BA,Pedro Alexandre BA,17486,896.071,19.51407868349718
4579,Pedro Avelino (RN),583,577,788,435,Pedro Avelino,RN,PEDRO AVELINO RN,Pedro Avelino RN,6780,952.754,7.116212579532597
3052,Pedro Canário (ES),654,643,812,536,Pedro Canário,ES,PEDRO CANARIO ES,Pedro Canário ES,25982,433.453,59.94190834992491
2660,Pedro Gomes (MS),671,672,801,562,Pedro Gomes,MS,PEDRO GOMES MS,Pedro Gomes MS,7666,3651.175,2.099598074592425
5017,Pedro Laurentino (PI),562,479,746,496,Pedro Laurentino,PI,PEDRO LAURENTINO PI,Pedro Laurentino PI,2529,870.338,2.9057676442945155
3358,Pedro Teixeira (MG),637,587,794,555,Pedro Teixeira,MG,PEDRO TEIXEIRA MG,Pedro Teixeira MG,1808,112.959,16.00580741685036
4897,Pedro Velho (RN),568,562,738,442,Pedro Velho,RN,PEDRO VELHO RN,Pedro Velho RN,14767,192.708,76.62888930402474
2040,Pedro de Toledo (SP),696,654,812,634,Pedro de Toledo,SP,PEDRO DE TOLEDO SP,Pedro de Toledo SP,11240,670.44,16.765109480341266
5477,Pedro do Rosário (MA),516,475,696,415,Pedro do Rosário,MA,PEDRO DO ROSARIO MA,Pedro do Rosário MA,24930,1753.869,14.214288524399484
2583,Peixe (TO),674,679,812,555,Peixe,TO,PEIXE TO,Peixe TO,11623,5291.206,2.1966636717602754
4634,Peixe-Boi (PA),581,543,754,478,Peixe-Boi,PA,PEIXE-BOI PA,Peixe-Boi PA,8073,450.222,17.931153964044405
3152,Peixoto de Azevedo (MT),649,691,761,521,Peixoto de Azevedo,MT,PEIXOTO DE AZEVEDO MT,Peixoto de Azevedo MT,34607,14400.558,2.403170766021705
758,Pejuçara (RS),741,724,867,648,Pejuçara,RS,PEJUCARA RS,Pejuçara RS,3893,414.872,9.383617115640488
809,Pelotas (RS),739,758,844,632,Pelotas,RS,PELOTAS RS,Pelotas RS,369866,2519.774,146.78538630845466
3196,Penaforte (CE),646,566,761,626,Penaforte,CE,PENAFORTE CE,Penaforte CE,9010,149.715,60.181010586781554
5149,Penalva (MA),554,519,693,472,Penalva,MA,PENALVA MA,Penalva MA,38203,800.915,47.69919404680896
3469,Pendências (RN),631,633,753,526,Pendências,RN,PENDENCIAS RN,Pendências RN,14984,419.137,35.74964748996152
3491,Penedo (AL),630,602,774,536,Penedo,AL,PENEDO AL,Penedo AL,82251,955.408,86.08992179257449
3502,Pentecoste (CE),629,562,734,604,Pentecoste,CE,PENTECOSTE CE,Pentecoste CE,37326,1378.258,27.082012221224183
383,Penápolis (SP),759,748,859,680,Penápolis,SP,PENAPOLIS SP,Penápolis SP,63047,711.315,88.6344305968523
2103,Pequeri (MG),694,692,868,557,Pequeri,MG,PEQUERI MG,Pequeri MG,3310,90.833,36.440500699085135
2579,Pequi (MG),674,672,808,564,Pequi,MG,PEQUI MG,Pequi MG,4379,203.991,21.46663333186268
3539,Pequizeiro (TO),627,589,806,518,Pequizeiro,TO,PEQUIZEIRO TO,Pequizeiro TO,5443,1209.798,4.499098196558434
1832,Perdigão (MG),703,711,843,579,Perdigão,MG,PERDIGAO MG,Perdigao MG,11249,249.322,45.11836099501849
1242,Perdizes (MG),723,752,880,571,Perdizes,MG,PERDIZES MG,Perdizes MG,16009,2451.112,6.531321294171788
679,Perdões (MG),744,710,878,661,Perdões,MG,PERDOES MG,Perdões MG,21291,270.657,78.66413948281405
281,Pereira Barreto (SP),766,728,845,732,Pereira Barreto,SP,PEREIRA BARRETO SP,Pereira Barreto SP,25660,974.247,26.338289981903973
878,Pereiras (SP),736,717,873,637,Pereiras,SP,PEREIRAS SP,Pereiras SP,8560,223.136,38.36225440986663
4132,Pereiro (CE),601,525,776,534,Pereiro,CE,PEREIRO CE,Pereiro CE,16281,433.514,37.55588054826372
4172,Peri Mirim (MA),599,506,744,572,Peri Mirim,MA,PERI MIRIM MA,Peri Mirim MA,14291,398.721,35.84210513115687
3095,Periquito (MG),651,593,839,555,Periquito,MG,PERIQUITO MG,Periquito MG,6847,228.907,29.911710869479744
280,Peritiba (SC),766,762,882,669,Peritiba,SC,PERITIBA SC,Peritiba SC,2814,95.639,29.423143278369704
4964,Peritoró (MA),564,499,774,464,Peritoró,MA,PERITORO MA,Peritoró MA,23025,824.725,27.918397041438052
1538,Perobal (PR),713,684,830,638,Perobal,PR,PEROBAL PR,Perobal PR,6092,409.05,14.89304486004156
