Municipio_mapa,UF,Latitude,Longitude,Pop_2018,Area,Pop_por_Area,Leitos_por_Mil_Hab,Dominios_Internet_por_Mil_Hab,Atração_Geral,Coef_Gestao_Empresarial,PIB,media_KMG2
SAO MIGUEL DA BOA VISTA SC,SC,-26.6911028,-53.2522818,1833,72.755,25.194144732320805,0.0,0.0,244.5,,34736,1.5703462483549736e-05
SAO MIGUEL DAS MATAS BA,BA,-13.047749,-39.4554608,11645,230.888,50.43570908838917,2.49033920137398,0.685224839400428,674.676148148149,,110272,0.025820660931921105
SAO MIGUEL DAS MISSOES RS,RS,-28.5451471,-54.5469209,7663,1227.927,6.240598993262629,4.95889338379225,4.30079499543855,3551.87038455304,,478124,0.05236805793096232
SAO MIGUEL DE TAIPU PB,PB,-7.2504094,-35.2094114,7124,92.526,76.99457449797895,0.0,0.407166123778502,853.039133250898,,57931,0.00014207520875340567
SAO MIGUEL DO ALEIXO SE,SE,-10.3892164,-37.3826157,3913,144.832,27.01750994255413,0.0,0.254452926208651,627.866011904761,,38574,8.985976426501767e-05
SAO MIGUEL DO ANTA MG,MG,-20.7065375,-42.7195395,6933,152.111,45.57855776373832,0.0,0.864802536754108,1039.04933713765,,73022,0.0002791479167676065
SAO MIGUEL DO ARAGUAIA GO,GO,-13.2726442,-50.1627219,22067,6148.795,3.588833259199567,4.30507092037885,3.27376892647661,7926.28955962941,63.0,513962,0.045377195467090736
SAO MIGUEL DO FIDALGO PI,PI,-7.5834113,-42.3709452,3040,813.444,3.737196414258388,0.0,0.658111220796315,326.22074074074,,21756,0.0001971440379742283
SAO MIGUEL DO GOSTOSO RN,RN,-5.1230207,-35.6353882,9531,344.477,27.66803008618863,0.734445493652293,7.09978603384555,1715.94705175374,,344583,0.009719242750266787
SAO MIGUEL DO GUAMA PA,PA,-1.6116804,-47.4757551,58328,1110.175,52.53946449884028,0.925798930187903,0.474688909232699,15325.5623856956,78.0,660314,0.009941573753201382
SAO MIGUEL DO GUAPORE RO,RO,-11.6951466,-62.7195739,22931,7460.219,3.073770354462785,1.91879987789455,1.78222125624864,8362.87699845611,95.0,514512,0.02044592309112655
SAO MIGUEL DO IGUACU PR,PR,-25.349171,-54.240498,27325,851.917,32.07472089417161,9.29551692589204,7.10330759143232,19876.4878693216,192.0,1020591,0.09794805857129638
SAO MIGUEL DO OESTE SC,SC,-26.7278977,-53.5176689,40090,233.8,171.47134302822926,3.94113245198304,28.5064967145892,71379.6057646624,316.0,1354474,0.04920114886670749
SAO MIGUEL DO PASSA QUATRO GO,GO,-17.0582009,-48.6619811,4032,537.785,7.497419972665657,2.48015873015873,0.985950209514419,427.713333333333,,128520,0.025809948121354825
SAO MIGUEL DO TAPUIO PI,PI,-5.5015262,-41.3214276,17686,4988.193,3.5455725149367714,2.48784349202759,0.736043483184237,3364.07550417834,,116354,0.025812243317371534
SAO MIGUEL DO TOCANTINS TO,TO,-5.5549817,-47.5747649,11967,398.82,30.00601775236949,0.0,0.411895543290222,3721.59506096032,,97177,0.0001611636190968552
SAO MIGUEL DOS CAMPOS AL,AL,-9.7831115,-36.0967804,60775,360.882,168.40684766765867,1.95804195804196,1.81221531077044,34405.1320138682,142.0,933851,0.0210470509388044
SAO MIGUEL DOS MILAGRES AL,AL,-9.267217,-35.376312,7888,76.731,102.80069333124814,0.0,4.27619167400327,390.865077294686,,102989,0.001263629239508988
SAO MIGUEL RN,RN,-6.2121764,-38.4977377,23380,166.233,140.6459607899755,3.89221556886228,4.33691908669586,9858.63397301789,,207582,0.04130125152602412
SAO NICOLAU RS,RS,-28.1857386,-55.2615035,5325,485.588,10.966086476601562,0.0,0.949667616334283,927.86,,135172,0.00033139861679392084
SAO PATRICIO GO,GO,-15.3492626,-49.819299,2035,171.957,11.83435393732154,0.0,1.47347740667976,164.213333333333,,35696,0.0004355117984284766
SAO PAULO DAS MISSOES RS,RS,-28.0225895,-54.936466,5863,224.136,26.15822536317236,6.14020126215248,0.863557858376511,1610.91051503845,,144966,0.0633711850920114
SAO PAULO DE OLIVENCA AM,AM,-3.4650627,-68.9468462,38515,19658.502,1.9592031986974388,0.571206023627158,0.025445940100257,4458.10193376146,,205182,0.005966286915780437
SAO PAULO DO POTENGI RN,RN,-5.8941684,-35.7648309,17436,240.425,72.52157637516896,2.29410415232852,2.95807497582343,16054.6787037037,,147367,0.02446898501396696
SAO PAULO SP,SP,-23.5506507,-46.6333824,21510595,7153.971,3006.804891996348,1.98018697297774,54.3383053174761,4515193.84362385,75913.0,1105998121,0.5358020378797631
SAO PEDRO DA AGUA BRANCA MA,MA,-5.083403,-48.4299175,12645,720.452,17.551481569903338,2.05614867536576,0.394011032308905,837.221382932639,,88253,0.02126868594323058
SAO PEDRO DA UNIAO MG,MG,-21.1316402,-46.6175338,4709,260.827,18.054112496022267,1.91123380760246,2.36102167847177,133.381666666667,,101135,0.020346075441764915
SAO PEDRO DAS MISSOES RS,RS,-27.7729041,-53.2478857,2000,79.965,25.01094228725067,0.0,0.995520159283225,25.62,,63955,0.0003122531507909113
SAO PEDRO DO BUTIA RS,RS,-28.12425,-54.892603,2946,107.348,27.44345493162425,0.0,3.73260943332202,2008.20488187807,,91703,0.001103815192357317
SAO PEDRO DO IGUACU PR,PR,-24.9341766,-53.8579529,5976,308.324,19.38220832630609,0.0,0.847888756995082,317.846424756987,,178576,0.00032205288241647146
SAO PEDRO DO IVAI PR,PR,-23.8660384,-51.8563711,10915,322.692,33.82482367086882,2.29042601923958,1.36599581094618,1599.81296336814,,261412,0.024029637864990565
SAO PEDRO DO PARANA PR,PR,-22.8240967,-53.222755,2338,250.654,9.327599001013349,0.0,3.02637267617812,215.43860830545,,65925,0.0008911556192421513
SAO PEDRO DO PIAUI PI,PI,-5.923768,-42.7195114,14255,518.288,27.504013212731145,2.87618379515959,0.279896438317822,6716.28696309895,,99039,0.029662843992937282
SAO PEDRO DO SUACUI MG,MG,-18.365556,-42.602778,5291,308.106,17.172661356805776,0.0,0.762485703393061,1636.22588285639,,57842,0.00024316439241704968
SAO PEDRO DO SUL RS,RS,-29.6152729,-54.1790311,16250,873.734,18.59833770918837,3.32307692307692,3.14853685640202,13533.5815456455,78.0,337400,0.03517665393306896
SAO PEDRO DO TURVO SP,SP,-22.745286,-49.742829,7636,731.221,10.44280730449481,0.0,3.78293764675189,12.2133333333333,,194315,0.0011645282434171705
SAO PEDRO DOS CRENTES MA,MA,-6.823889,-46.531864,4651,979.631,4.747706024002915,3.87013545474092,0.856898029134533,382.684437783108,,50616,0.04001305998051585
SAO PEDRO DOS FERROS MG,MG,-20.1706687,-42.522901,7858,402.739,19.51139571782221,0.0,2.44184552114124,1348.23739714526,,112501,0.0007458462918318913
SAO PEDRO RN,RN,-5.8965573,-35.6340558,6014,195.237,30.803587434758786,0.66511473229132,1.3398090772065,1396.96240740741,,54029,0.007236484024820547
SAO PEDRO SP,SP,-22.5512765,-47.9072359,38698,614.89,62.93483387272521,1.60214998191121,31.7103109656301,4289.02609058365,140.0,810698,0.025845823288637815
SAO RAFAEL RN,RN,-5.8022027,-36.8835945,8212,469.101,17.505824971594603,2.31368728689722,0.731528895391368,264.600904977376,,66432,0.023999805415105158
SAO RAIMUNDO DAS MANGABEIRAS MA,MA,-7.023608,-45.4769436,18755,3521.515,5.325832773678375,1.22633964276193,1.96099215603138,7813.33294302374,,394719,0.01333108136525742
SAO RAIMUNDO DO DOCA BEZERRA MA,MA,-5.1042784,-45.0847117,5345,419.352,12.745855510406532,2.24508886810103,0.0,0.0,,36637,0.02307362554259619
SAO RAIMUNDO NONATO PI,PI,-9.0150522,-42.6886909,34535,2415.602,14.296643238414276,7.99189228319097,2.0743301642178,59573.7195991499,122.0,389031,0.0828429932903152
SAO ROBERTO MA,MA,-5.0188478,-44.9925058,6649,227.463,29.23112769988965,0.0,0.14883167137967,200.172984749455,,38306,5.967717266878238e-05
SAO ROMAO MG,MG,-16.3687716,-45.0678597,12139,2434.004,4.987255567369651,1.4828239558448,0.324227932236362,616.482685185185,,175821,0.015400367500575569
SAO ROQUE DE MINAS MG,MG,-20.245277,-46.365833,7026,2098.867,3.3475203526474044,1.42328494164532,20.4226350872217,3698.39235113721,,192115,0.02051658390428266
SAO ROQUE DO CANAA ES,ES,-19.7385942,-40.6598575,12318,341.944,36.023442435018595,0.0,5.87998389045509,2783.21486013455,,179424,0.0017546479383706705
SAO SALVADOR DO TOCANTINS TO,TO,-12.7503331,-48.2352148,3070,1422.032,2.1588825005344465,0.0,0.648929266709929,735.738322175908,,32537,0.00019940459066180037
SAO SEBASTIAO DA AMOREIRA PR,PR,-23.4647501,-50.7605173,12303,357.458,34.41802953074207,2.03202470942047,2.76467718328183,2828.16354606293,,274854,0.021780019513740288
SAO SEBASTIAO DA BELA VISTA MG,MG,-22.159167,-45.754167,5455,167.428,32.58116921900758,0.0,2.36191860465116,1011.83458289885,,257760,0.000788766598997668
SAO SEBASTIAO DA BOA VISTA PA,PA,-1.7182884,-49.5319955,26301,1632.251,16.113330609079117,1.21668377628227,0.0750750750750751,1087.87757094757,,178786,0.012597535538389859
SAO SEBASTIAO DA GRAMA SP,SP,-21.7118854,-46.8284162,12205,252.41,48.35386870567727,2.45800901269971,7.71630274175012,814.710422535214,74.0,313908,0.02758184266657888
SAO SEBASTIAO DA VARGEM ALEGRE MG,MG,-21.0716128,-42.6371378,2991,73.629,40.62258077659617,0.0,3.3255736614566,339.870000000001,,50801,0.0009694755597723205
SAO SEBASTIAO DE LAGOA DE ROCA PB,PB,-7.1051675,-35.867966,11753,49.964,235.2293651429029,0.0,0.343023754394992,1276.84258179735,,80041,0.00013381479980701438
SAO SEBASTIAO DO ALTO RJ,RJ,-21.9568272,-42.134815,9326,398.057,23.42880542233901,5.14690113660733,0.427487442556375,1245.49898609867,,188719,0.0530656603244003
SAO SEBASTIAO DO ANTA MG,MG,-19.4972592,-41.983428,6479,80.618,80.36666749361186,0.0,0.7627765064836,312.777777777778,,53209,0.0002411526712628586
SAO SEBASTIAO DO MARANHAO MG,MG,-18.0874457,-42.569608,10129,517.83,19.56047351447386,0.0,0.497809637594584,619.425925925926,,69594,0.0001731463602370812
SAO SEBASTIAO DO OESTE MG,MG,-20.274723,-45.003611,6684,408.09,16.3787399838271,0.0,3.09963099630996,214.564788732394,,283284,0.0010102697935314567
SAO SEBASTIAO DO PARAISO MG,MG,-20.9124331,-46.9823296,70450,814.925,86.44967328281744,4.74095102909865,12.8812221658493,33290.5127750267,333.0,1628093,0.05309178989719657
SAO SEBASTIAO DO RIO PRETO MG,MG,-19.2923414,-43.1758535,1520,128.002,11.874814456024124,0.0,0.664010624169987,183.733177226813,,18123,0.00019718069108082476
SAO SEBASTIAO DO TOCANTINS TO,TO,-5.2587094,-48.2055574,4757,287.273,16.559161494466935,0.0,0.208116545265349,770.066666666667,,42117,7.827343800469282e-05
SAO SEBASTIAO DO UATUMA AM,AM,-2.5719341,-57.8703616,13685,10647.463,1.2852827006771472,1.46145414687614,0.21398002853067,2122.20187661515,,94782,0.015112885174760145
SAO SEBASTIAO DO UMBUZEIRO PB,PB,-8.1522871,-37.0090722,3466,460.573,7.525408567154392,0.0,0.57323015190599,624.465479201097,,28449,0.00017601135358123802
SAO SEPE RS,RS,-30.167219,-53.5690914,23690,2203.152,10.752776022716544,2.701561840439,3.89483933787731,9957.89436919696,126.0,739909,0.02918806960536002
SAO SIMAO GO,GO,-18.9941302,-50.5468215,20297,414.222,49.00029452805501,2.46341823914864,7.120368127876,5442.50952812914,123.0,2363898,0.028394543426874495
SAO SIMAO SP,SP,-21.4800208,-47.5531095,15257,617.252,24.717619383979315,3.27718424329816,9.46351651220467,2684.95084660169,96.0,445653,0.03655161552771757
SAO THOME DAS LETRAS MG,MG,-21.7218272,-44.9849435,7056,369.747,19.08331913443517,0.0,6.48892650585414,8812.54041950655,,98902,0.0018915599624028205
SAO TIAGO MG,MG,-20.913056,-44.509167,10922,572.4,19.08106219426974,4.12012451931881,2.92477835664016,232.857600849257,,162191,0.043219439091753985
SAO TOMAS DE AQUINO MG,MG,-20.7844139,-47.097717,7042,277.928,25.33749748136208,0.142005112184039,4.55775530551204,117.416666666667,,149659,0.0028232576721047425
SAO TOME PR,PR,-23.534946,-52.590125,5693,218.623,26.04026108872351,0.0,2.09716882209018,467.45,,164270,0.0006711497473769305
SAO TOME RN,RN,-5.9726443,-36.0736804,11057,862.585,12.818446877699008,1.26616622953785,1.53776571687019,880.211805555555,,85874,0.013480020904915282
SAO VALENTIM DO SUL RS,RS,-29.0503352,-51.7675031,2239,91.898,24.363968747959696,0.0,10.2586975914362,27.3683333333334,,52026,0.0029433030920988012
SAO VALENTIM RS,RS,-27.5588628,-52.5241756,3341,154.45,21.631595985755908,0.0,1.21248863291907,2279.00662858502,,94268,0.0003877096275302382
SAO VALERIO DO SUL RS,RS,-27.7881823,-53.9348211,2724,107.402,25.362656188897784,0.0,1.1001100110011,0.0,,59308,0.00033992021435213143
SAO VALERIO TO,TO,-11.974315,-48.235315,4017,2519.585,1.594310174096131,0.0,0.252525252525253,264.368287287287,,69752,0.00010340607933320535
SAO VENDELINO RS,RS,-29.3684935,-51.3790426,2219,32.09,69.14926768463695,0.0,16.0499331252786,10.0666666666667,,64486,0.004597210741923896
SAO VICENTE DE MINAS MG,MG,-21.703333,-44.443889,7687,392.651,19.57718177210805,3.90269285807207,3.48252289436347,2541.89218691041,,143643,0.04113677342083526
SAO VICENTE DO SUL RS,RS,-29.688161,-54.682643,8710,1172.64,7.427684540865056,4.70723306544202,2.40798073615411,5850.97142806815,,239070,0.04913671079091781
SAO VICENTE FERRER MA,MA,-2.8927449,-44.8803633,22142,392.874,56.35903623044538,2.52913015987716,0.0898997617656313,10737.4931915193,,130788,0.026058880279939915
SAO VICENTE RN,RN,-6.2166906,-36.6823094,6397,197.817,32.33796893088056,2.18852587150227,0.311332503113325,891.399018295404,,58571,0.022591249517690842
SAPE PB,PB,-7.093591,-35.227975,52443,315.532,166.2050124868476,1.48732910016589,0.741092636579572,15161.3122354627,128.0,554069,0.01573627992310601
SAPEZAL MT,MT,-13.547958,-58.8146235,25054,13624.368,1.8389109865499813,1.95577552486629,7.80495344074804,2495.33224400871,233.0,2672997,0.023515633842494298
SAPOPEMA PR,PR,-23.9105099,-50.5791315,6751,677.609,9.962972746820068,4.59191230928751,1.63301662707838,97.5216666666667,,98150,0.047668092756569004
SAPUCAI-MIRIM MG,MG,-22.7480012,-45.7427651,6869,285.073,24.09558253499981,0.0,3.75180375180375,392.439406733466,,89903,0.0011084644460931355
SAPUCAIA PA,PA,-6.9411006,-49.6991328,5849,1298.19,4.505503816852695,1.88066336125833,0.674536256323777,1290.32391043563,,96650,0.01955008968043959
SARANDI RS,RS,-27.942,-52.923085,24205,352.968,68.5756215860928,3.34641602974592,10.9028543427661,18290.2497358542,308.0,803242,0.03783394261934527
SARAPUI SP,SP,-23.63974,-47.824863,10177,352.592,28.863388846031675,0.0,9.43121050072922,111.378903668975,,133110,0.0027444440173190533
SARDOA MG,MG,-18.781716,-42.3652762,6236,141.904,43.945202390348406,0.0,0.952380952380952,2464.50409819121,,57492,0.0002970532736274551
SARUTAIA SP,SP,-23.2747217,-49.477186,3646,141.608,25.74713293034292,0.0,5.22264980758659,1371.32607486852,,63304,0.0015150649771644021
SATIRO DIAS BA,BA,-11.6033746,-38.581456,19644,1008.179,19.484635168953133,1.27265322744858,0.347362936374689,0.0,,165579,0.013243868491265959
SATUBINHA MA,MA,-3.847807,-45.2563709,13730,441.811,31.07663684245073,2.62199563000728,0.0718700589334483,431.973333333332,,65433,0.02697793141713835
SAUBARA BA,BA,-12.7372926,-38.7662996,11978,166.428,71.9710625615882,1.08532309233595,0.913393672672922,574.931563421829,,121519,0.011461170399856668
SAUDADE DO IGUACU PR,PR,-25.6915533,-52.6184857,5459,152.085,35.89440115724759,0.0,3.27272727272727,988.64288492548,,803059,0.0012945157124501334
SAUDADES SC,SC,-26.6976713,-52.638293,9679,205.781,47.03544058975319,3.4094431242897,8.6198050282196,1146.59566666667,,282519,0.03759603129376699
SAUDE BA,BA,-10.9414907,-40.4205842,12883,509.098,25.30554038711604,3.02724520686176,0.851854720049563,2278.93783622953,,82872,0.03136972403469702
SEABRA BA,BA,-12.4172071,-41.772051,43941,2402.17,18.292210792741564,2.16198994105733,4.2639087342088,53320.4518282248,102.0,444046,0.02361795518302397
SEARA SC,SC,-27.1528578,-52.3096985,17506,309.627,56.538996922103046,2.79904032903005,6.67008722421755,5385.00457321058,152.0,757085,0.0309868168595815
SEBASTIAO BARROS PI,PI,-10.8149125,-44.8330743,3488,893.716,3.902805813032328,0.0,0.576535024502739,0.0,,31409,0.00017829012895525362
SEBASTIAO LARANJEIRAS BA,BA,-14.571002,-42.943438,11351,1984.511,5.7197969676157,1.7619592987402,0.174916914465629,256.102214611872,,76958,0.01817989724129605
SEBASTIAO LEAL PI,PI,-7.5679515,-44.0648363,4286,3151.588,1.3599493334788684,0.0,1.86306474149977,721.864458781271,,43878,0.0005500932688627509
SEBERI RS,RS,-27.4828134,-53.4013251,10788,301.223,35.8139982670646,4.6347793845013,6.6046511627907,5159.84528244348,,319008,0.04962318685298107
SEDE NOVA RS,RS,-27.636739,-53.94929,2924,119.297,24.51025591590736,0.0,0.343997248022016,31.92,,90762,0.00013893862433143707
SEGREDO RS,RS,-29.3431272,-52.9793788,7399,245.97,30.08090417530593,4.59521556967158,0.539010914971028,1372.61549019608,,117751,0.047399507610818244
SELBACH RS,RS,-28.6299869,-52.9530657,5093,176.471,28.860265992712684,6.28313371293933,8.82352941176471,1503.94111738858,,211218,0.06713458295307889
SELVIRIA MS,MS,-20.3616393,-51.4251863,6515,3258.325,1.9994936048429792,0.0,1.5316281206923,2207.85666666667,,1980411,0.001331229793094241
SEM-PEIXE MG,MG,-20.1015407,-42.8408301,2661,176.634,15.065049763918612,0.0,3.03835928598557,193.587692307693,,29247,0.0008779857903104591
SENA MADUREIRA AC,AC,-9.0659556,-68.6571058,45177,23753.066,1.9019439427314355,1.19529849259579,0.458035246902809,7104.68049600037,,474448,0.01262056800725263
SENADOR ALEXANDRE COSTA MA,MA,-5.2597445,-44.0542395,11067,426.437,25.952250860033253,3.16255534471853,0.17951709900368,780.911231090245,,62390,0.03255874201047868
SENADOR AMARAL MG,MG,-22.5654695,-46.17769167394954,5352,151.097,35.42095475092159,0.0,1.49365197908887,0.0,,58867,0.0004517289455344116
SENADOR CORTES MG,MG,-21.8009734,-42.9450985,2007,98.336,20.40961601041328,0.0,0.997506234413965,277.952173990489,,23730,0.0002946334868909735
SENADOR ELOI DE SOUZA RN,RN,-6.0357055,-35.6923151,6044,152.376,39.66503911377119,1.15817339510258,0.164311534669734,894.578888888888,,41306,0.011959879988618544
SENADOR FIRMINO MG,MG,-20.9169703,-43.1001236,7764,166.495,46.63203099192168,2.57599175682638,3.84024577572965,2979.44987895769,,71673,0.0275808303248662
SENADOR GEORGINO AVELINO RN,RN,-6.1632427,-35.1233332,4395,26.1,168.39080459770113,0.0,0.900900900900901,1284.05732187691,,98974,0.00030115445539248954
SENADOR GUIOMARD AC,AC,-9.9765,-67.31913961038961,22810,2322.03,9.823301163206333,1.31521262604121,0.564628214037526,4966.27630677847,,345371,0.013824070982797306
SENADOR JOSE BENTO MG,MG,-22.1641985,-46.1785855,1545,93.892,16.45507604481745,0.0,4.66045272969374,0.0,,27238,0.0013387503102824476
SENADOR JOSE PORFIRIO PA,PA,-2.5935424,-51.948209,11839,14419.916,0.8210172652878145,1.26699890193428,0.171556013038257,1529.71800486545,,119022,0.013114713709018302
SENADOR LA ROCQUE MA,MA,-5.4444319,-47.2921001,14367,738.548,19.453034873833523,0.0,0.419785909186315,4243.05570655938,,147600,0.00018620458530491487
SENADOR MODESTINO GONCALVES MG,MG,-17.9496602,-43.2257678,4209,952.055,4.420963074612287,0.0,0.240615976900866,589.457481481482,,38171,8.573936724125684e-05
SENADOR POMPEU CE,CE,-5.5874386,-39.3730901,26664,1002.131,26.60729984403237,1.95019501950195,1.21587700031377,5321.45270288285,,291235,0.02050622176646132
SENADOR RUI PALMEIRA AL,AL,-9.469865,-37.457606,13818,341.992,40.40445390535451,0.0,0.144196106705119,3175.13081976113,,82841,7.849121732292813e-05
SENADOR SA CE,CE,-3.3528,-40.4644057,7553,423.919,17.817082980475043,0.92678405931418,0.393545848091303,1689.85240413419,,42637,0.009649356841277813
SENADOR SALGADO FILHO RS,RS,-28.0270233,-54.5435136,2788,147.179,18.94291984590193,0.0,2.51889168765743,64.5055555555554,,92910,0.0007589181103236703
SENGES PR,PR,-24.1141771,-49.4644197,19267,1441.333,13.367486902749052,2.02418643276068,3.57013504423863,1258.24023293528,90.0,449044,0.02200751398472006
SENHOR DO BONFIM BA,BA,-10.4602509,-40.189151,78588,789.361,99.55901038941624,1.73054410342546,4.01189647535278,104585.976251487,229.0,795942,0.019274365125793308
SENHORA DE OLIVEIRA MG,MG,-20.793889,-43.344166,5786,170.749,33.885996404078504,0.0,2.59246456965088,461.309190775994,,69868,0.0007694412493723256
SENHORA DO PORTO MG,MG,-18.8905778,-43.0844887,3527,381.328,9.249255234338944,0.0,0.567697984672154,4343.07129339058,,34840,0.00017732605909113468
SENHORA DOS REMEDIOS MG,MG,-21.028056,-43.582778,10451,237.815,43.94592435296344,0.0,1.33856009178698,778.640265929329,,88478,0.0004209739591508034
SENTINELA DO SUL RS,RS,-30.6118857,-51.5817117,5553,281.896,19.69875415046684,0.0,1.25425550976528,1230.575775346,,90322,0.00039781321424984563
SENTO SE BA,BA,-9.7406436,-41.8830056,40703,12181.239,3.34144991326416,0.786182836645947,0.491593746927539,0.0,,406052,0.008397580999511729
SERAFINA CORREA RS,RS,-28.7120266,-51.9343269,17198,163.283,105.32633525841638,3.19804628445168,13.2556279282368,1495.68204955696,131.0,612999,0.036893815775124475
SERICITA MG,MG,-20.4738307,-42.4821683,7319,166.012,44.087174421126186,0.0,0.682500682500683,301.25,,84621,0.0002325056841978124
SERINGUEIRAS RO,RO,-11.7715738,-63.0346835,11860,3773.505,3.142966552316745,3.035413153457,1.26518218623482,1581.81565340053,,200089,0.031624239702506864
SERIO RS,RS,-29.3844988,-52.2685744,2000,99.74,20.052135552436336,5.0,2.54841997961264,137.897749870093,,39199,0.05209304062967348
SERRA ALTA SC,SC,-26.7291439,-53.0440668,3270,90.564,36.107062408904206,0.0,6.7422617223414,195.150378250591,,109435,0.0019684248246385093
SERRA AZUL DE MINAS MG,MG,-18.3622042,-43.1702095,4293,218.595,19.63905853290332,0.0,0.232937339855579,832.288215324205,,31612,8.058871409425867e-05
SERRA BRANCA PB,PB,-7.4815274,-36.6634581,13630,687.535,19.8244453009665,4.25531914893617,0.729980290532156,4579.83090542097,,113676,0.04396128196477942
SERRA DA SAUDADE MG,MG,-19.4404288,-45.7931291,786,335.659,2.341662222672414,0.0,1.28040973111396,103.940740740741,,17902,0.0003725174502264382
SERRA DE SAO BENTO RN,RN,-6.4169271,-35.70478,5774,96.627,59.75555486561727,2.07828195358504,1.5619576535925,942.648148148148,,39861,0.021806533215844113
SERRA DO MEL RN,RN,-5.1681228,-37.0413693,11790,620.241,19.00874015100582,1.44189991518236,0.921427374769643,37.5833333333334,,295887,0.01520432922938902
SERRA DO NAVIO AP,AP,1.637,-52.272340909090914,5306,7713.046,0.6879253669691585,5.65397663022993,0.0,1478.77214814815,,64649,0.05809556653397744
SERRA DO RAMALHO BA,BA,-13.5442363,-43.5773151,31532,2342.146,13.462866960471294,0.98312825066599,0.317742755465175,3471.84898157783,,280208,0.010313838137138598
SERRA DO SALITRE MG,MG,-19.1101839,-46.6809858,11493,1295.272,8.873039793958336,1.04411380840512,2.59022621308928,738.073333333333,,406546,0.011644058493686417
SERRA DOS AIMORES MG,MG,-17.6441053,-40.370218,8685,213.574,40.66506222667553,0.0,1.49442464651109,1666.85261303011,,96567,0.00046899228716363944
SERRA DOURADA BA,BA,-12.758418,-43.9500907,17452,1592.245,10.960624778221945,2.57850103140041,0.287587714252847,4612.16127688796,,137938,0.02662541653750313
SERRA GRANDE PB,PB,-7.2146596,-38.3719684,3089,83.474,37.00553465749814,3.88475234703788,0.0,95.3142857142855,,43371,0.03991601378024716
SERRA NEGRA DO NORTE RN,RN,-6.6627568,-37.4010583,8065,562.396,14.340429163792065,2.72783632982021,1.11413716266403,152.888888888889,,75521,0.028366121243227283
SERRA NEGRA SP,SP,-22.61222,-46.70056,29001,203.734,142.34737451775354,1.68959691045136,31.9887782681583,13339.4561223415,142.0,668012,0.026758653788612814
SERRA NOVA DOURADA MT,MT,-12.0890348,-51.4005672,1622,1500.391,1.0810515392321067,0.0,0.606060606060606,614.156765591511,,36497,0.00018899374844598364
SERRA PRETA BA,BA,-12.1589615,-39.3320929,15064,595.298,25.30497330748633,1.65958576739246,0.336066675628445,2000.5312962963,,100206,0.017184896739214774
SERRA REDONDA PB,PB,-7.1867108,-35.679795,7041,55.905,125.94580091226187,0.0,0.426075841499787,355.77037037037,,53149,0.000145295357178192
SERRA TALHADA PE,PE,-7.9867805,-38.2920294,85774,2980.007,28.78315386507481,5.11810105626414,3.54371742906775,114827.870027487,258.0,1288246,0.054153885028893324
SERRANIA MG,MG,-21.547906,-46.0404553,7670,209.27,36.65121613226932,1.82529335071708,1.69513626287652,67.89,,120242,0.01928258361482533
SERRANO DO MARANHAO MA,MA,-1.8535718,-45.1158856,10206,1165.318,8.758124391796917,1.95963158926122,0.0975324295328197,1393.13515754561,,61774,0.0201811024622123
SERRANOPOLIS DE MINAS MG,MG,-15.810935,-42.871182,4752,551.954,8.609413103265853,0.0,0.209161263334031,347.866666666667,,31796,7.390485971189862e-05
SERRANOPOLIS DO IGUACU PR,PR,-25.3798835,-54.0538801,4513,482.394,9.355423160321232,0.0,5.56173526140156,143.565333333333,,190740,0.0016691852234693872
SERRANOPOLIS GO,GO,-18.30602885,-51.9563672773001,8445,5526.723,1.5280302631414673,2.4866785079929,2.10674157303371,140.6,,428927,0.02633170880162426
SERRARIA PB,PB,-6.8193129,-35.6387473,6131,65.299,93.8911775065468,2.12037188060675,0.491883915395967,303.688688688689,,54697,0.021940944381629416
SERRINHA BA,BA,-11.6568168,-38.9637086,80411,583.314,137.85199738048462,2.68619964930171,2.85675418310434,72140.3989220003,193.0,821066,0.02877153438046129
SERRINHA DOS PINTOS RN,RN,-6.112315,-37.9566189,4784,122.375,39.09295199182839,2.71739130434783,0.208333333333333,446.177777777778,,34794,0.02798263325059005
SERRITA PE,PE,-7.9476953,-39.2957383,19133,1535.19,12.462952468424104,1.67250300527884,0.365249152100183,3033.5551925533,,134769,0.01734148780665869
SERRO MG,MG,-18.604444,-43.379445,20993,1217.813,17.238278783360006,2.66755585195065,1.95554707621864,8699.62860626136,,219549,0.02805163116802495
SERROLANDIA BA,BA,-11.4200011,-40.2974938,13347,322.022,41.44747874368832,2.4724657226343,1.56751511532433,4088.96212962963,,93453,0.02588061015235071
SERTANEJA PR,PR,-23.0367627,-50.816802,5355,444.492,12.04746092168138,4.29505135387488,3.97426192278577,513.984777779779,,262337,0.045359910888604624
SERTANIA PE,PE,-8.068467,-37.268393,35761,2421.527,14.767954270177452,2.51670814574537,0.807641963962459,2926.82418514522,,284244,0.02620496110748131
SERTANOPOLIS PR,PR,-23.0600434,-51.0373544,16323,505.532,32.28875719044492,0.980211970838694,13.1956747510538,1958.75579820221,126.0,568242,0.014079360018225157
SERTAO RS,RS,-27.9853815,-52.257587,5519,439.472,12.558251720246114,9.05961224859576,2.5854108956602,788.528389703785,,260800,0.09389596806065588
SERTAO SANTANA RS,RS,-30.4617134,-51.6041992,6433,251.926,25.53527623190937,0.0,2.15849522047487,1800.826,,162111,0.0006876281423990522
