Municipio_mapa,UF,Município,Latitude,Longitude,IDHM_2010,IDHM_Renda_2010,IDHM_Longevidade_2010,IDHM_Educação_2010,Pop_2018,Area,pop_por_area,VAR01,VAR02,VAR03,VAR04,VAR05,VAR06,VAR07,VAR08,VAR09,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20,VAR21,VAR22,VAR23,VAR24,VAR25,VAR26,VAR27,VAR28,VAR29,VAR30,VAR31,VAR32,VAR33,VAR34,VAR35,VAR36,VAR37,VAR38,VAR39,VAR40,VAR41,VAR42,VAR43,VAR44,VAR45,VAR46,VAR47,VAR48,VAR49,VAR50,VAR51,VAR52,VAR53,VAR54,VAR55,VAR56,VAR57,VAR58,VAR59,VAR60,VAR61,VAR62,VAR63,VAR64,VAR65,VAR66,VAR67,VAR68,VAR69,VAR70,VAR71,VAR72,VAR73,VAR74,VAR75,VAR76,VAR77,VAR78,VAR79,VAR80,VAR81,VAR82,VAR83,VAR84,VAR85,VAR86,VAR87,VAR88,VAR89,VAR90,VAR91,VAR92,VAR93,VAR94,VAR95,VAR96,VAR97,VAR98,VAR99,VAR100,VAR101,VAR102,coef_microregioes,PIB_PerCapita
JAGUARARI BA,BA,JAGUARARI,-10.2575875,-40.1944363,659,644,806,551,33385,2466.009,13.53806900137023,33385,2466.009,289675,7289,54138,108901,104557,14790,5,Centro Local,5,Centro Local,,,,,,4,2.23044892137827,1.92941892571429,0.301029995663981,8,85.0,8.0,15.0,32.0,30.0,8,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SIM,3620.35777777778,0.0,0.0,0.0,0.0,0.0,12671.9333333333,21470.0666666666,0.0,0.0,1970.88888888889,-3620.35777777778,-3620.35777777778,-3620.35777777778,-3620.35777777778,-3620.35777777778,9051.57555555552,17849.70888888882,-3620.35777777778,-3620.35777777778,-1649.46888888889,0,NÃO,34,35.79,47,20.26,28.025,8.0,1.0,1.0,0.0,0.0,1.0,,,7.0,6,5,0.838700014976786,17,0.506404527852249,7,29499.1212314167,44579.4986950833,30882.0612161667,14450.3491945,0.5,8.676800958514303
JAGUARE ES,ES,JAGUARE,-18.9029244,-40.0712037,678,678,810,568,29904,659.751,45.32619124487875,29904,659.751,489331,92839,52923,166817,132764,43989,5,Centro Local,5,Centro Local,,,,,,4,2.23044892137827,1.92941892571429,0.301029995663981,8,85.0,9.0,12.0,32.0,32.0,8,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SIM,3887.86470985943,0.0,0.0,0.0,0.0,0.0,4148.33333333333,9117.33333333333,0.0,0.0,25612.9804319276,-3887.86470985943,-3887.86470985943,-3887.86470985943,-3887.86470985943,-3887.86470985943,260.4686234739001,5229.4686234739,-3887.86470985943,-3887.86470985943,21725.11572206817,0,NÃO,39,41.05,43,18.53,29.79,8.0,1.0,0.0,0.0,0.0,0.0,,,,6,3,0.769127875869449,71,2.32962561931949,7,325095.647601325,125833.36383865,270139.6711088,119519.40662635,0.5,16.3633962011771
JAGUARETAMA CE,CE,JAGUARETAMA,-5.6092417,-38.7630077,612,552,776,535,18102,1759.401,10.288728948090856,18102,1759.401,141955,28694,6627,41158,58469,7007,5,Centro Local,5,Centro Local,,,,,,5,1.34242268082221,1.34242268082221,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,804.018333333333,189.316666666667,0.0,0.0,0.0,0.0,2577.03333333333,5273.83333333334,0.0,0.0,0.0,-614.7016666666659,-804.018333333333,-804.018333333333,-804.018333333333,-804.018333333333,1773.0149999999971,4469.815000000008,-804.018333333333,-804.018333333333,-804.018333333333,0,NÃO,28,29.47,14,6.03,17.75,,,,,,,,,,6,5,1.10485029278533,10,0.550600154168043,7,31960.0567563333,18161.012337,37035.1653403334,39213.704478,0.5,7.841951165617059
JAGUARI RS,RS,JAGUARI,-29.4980313,-54.6919404,712,734,866,567,10937,672.735,16.257515960965314,10937,672.735,229030,62804,16646,89542,47969,12069,5,Centro Local,5,Centro Local,2.0,Fraco,Centro de Zona,4b,Centro local B,5,1.68124123737559,1.68124123737559,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,4189.32135142733,2664.86666666666,662.3,176.4,0.0,1028.14,9938.21666666665,10377.25,0.0,486.066666666667,16559.9735142733,-1524.4546847606705,-3527.02135142733,-4012.92135142733,-4189.32135142733,-3161.18135142733,5748.895315239321,6187.92864857267,-4189.32135142733,-3703.254684760663,12370.65216284597,0,SIM,43,45.26,45,19.4,32.33,8.0,1.0,0.0,0.0,0.0,1.0,7.0,,,6,3,4.66307031178568,27,2.48893805309735,7,173828.1427381,154865.3005723,67441.7117280667,66679.38993325,0.5,20.94084300996617
JAGUARIAIVA PR,PR,JAGUARIAIVA,-24.2589699,-49.7201518,743,698,859,684,34683,1453.067,23.86882366745649,34683,1453.067,1384708,127627,548119,335432,145704,227827,4A,Centro de Zona A,4B,Centro de Zona B,,,Centro de Zona,4b,Centro local B,3,2.86213137931303,2.26007138798507,0.602059991327962,8,182.0,22.0,39.0,61.0,60.0,7,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,SIM,15230.8998720022,3944.81666666667,8466.78333333332,24717.8833333333,0.0,33125.35,21153.0,10602.7333333333,0.0,11178.0,38903.7098311329,-11286.08320533553,-6764.116538668879,9486.9834613311,-15230.8998720022,17894.4501279978,5922.100127997801,-4628.166538668898,-15230.8998720022,-4052.899872002199,23672.809959130704,0,NÃO,48,50.53,77,33.19,41.86,7.0,1.0,1.0,1.0,0.0,1.0,7.0,,7.0,6,3,2.27777297234957,223,6.39756720314428,7,33235.1840508,11078.3946836,105244.7494942,93018.48356079,1.0,39.92468932906611
JAGUARIBARA CE,CE,JAGUARIBARA,-5.454494,-38.4679295,618,575,735,559,11359,668.738,16.985725351333407,11359,668.738,120662,25760,11260,33702,38546,11393,5,Centro Local,5,Centro Local,,,,,,5,,1.44715803134222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,853.148130131805,0.0,0.0,0.0,0.0,0.0,0.0,3571.67333333333,0.0,0.0,4754.23978616653,-853.148130131805,-853.148130131805,-853.148130131805,-853.148130131805,-853.148130131805,-853.148130131805,2718.525203201525,-853.148130131805,-853.148130131805,3901.0916560347255,1,NÃO,23,24.21,13,5.6,14.905,8.0,1.0,0.0,0.0,0.0,0.0,,,,6,5,3.52143674619245,2,0.175423208490483,7,49544.39534425,16738.6047231667,46930.5485165833,25607.4637372667,0.5,10.622590016726825
JAGUARIBE CE,CE,JAGUARIBE,-5.8854585,-38.6212957,621,580,760,543,34729,1876.806,18.50430998195871,34729,1876.806,451696,45225,58302,188771,110929,48470,5,Centro Local,4B,Centro de Zona B,3.0,Médio para fraco,Centro de Zona,4b,Centro local B,4,2.41664050733828,1.93951925261862,0.477121254719662,8,87.0,8.0,23.0,29.0,27.0,7,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SIM,14822.1098550512,7914.20000000001,8873.13333333334,921.333333333332,106.666666666667,2347.8,21359.0233333333,38327.07,0.0,0.0,66407.7612149152,-6907.90985505119,-5948.976521717859,-13900.776521717868,-14715.443188384532,-12474.3098550512,6536.913478282102,23504.9601449488,-14822.1098550512,-14822.1098550512,51585.651359864,1,NÃO,47,49.47,42,18.1,33.785,8.0,1.0,1.0,0.0,0.0,1.0,7.0,,7.0,6,3,0.863831380114602,69,1.9895046421775,7,106509.099668333,37693.8223579334,101961.970733858,69914.9784769583,0.5,13.006305969074836
JAGUARIPE BA,BA,JAGUARIPE,-13.1147557,-38.8944977,556,552,763,407,18588,863.112,21.53602313488864,18588,863.112,158940,53786,5990,29822,59687,9654,5,Centro Local,5,Centro Local,,,,,,5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,NÃO,9,9.47,14,6.03,7.75,,,,,,,,,,6,5,0.0,6,0.319352778369172,7,0.0,0.0,0.0,0.0,0.5,8.55067785668173
JAGUARIUNA SP,SP,JAGUARIUNA,-22.70374,-46.985062,784,782,862,715,56221,141.391,397.62785467250393,56221,141.391,8422261,16793,1820158,4088397,258941,2237972,5,Centro Local,,,,,,,,4,2.61278385671974,2.61278385671974,0.0,7,410.0,51.0,118.0,128.0,113.0,8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SIM,41410.2616294782,9000.21639129001,13205.7295903075,20533.7578907472,769.499999999999,153506.876512678,141427.386283084,28566.6793933209,0.0,485.966666666667,45482.9480111323,-32410.045238188188,-28204.5320391707,-20876.503738731,-40640.7616294782,112096.6148831998,100017.1246536058,-12843.582236157295,-41410.2616294782,-40924.29496281153,4072.686381654101,0,NÃO,67,70.53,104,44.83,57.68,6.0,1.0,1.0,1.0,1.0,1.0,5.0,,7.0,6,3,1.42295583500827,505,8.78444197049819,7,84392.0898333111,22837.087863725,112518.543376443,59006.33754535,0.5,149.80631792390744
JAGUARUANA CE,CE,JAGUARUANA,-4.831508,-37.780997,624,568,779,548,33967,867.563,39.15219989787485,33967,867.563,370742,50531,78375,94378,101783,45676,5,Centro Local,5,Centro Local,,,,,,4,1.90848501887865,1.90848501887865,0.0,8,81.0,9.0,32.0,21.0,19.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SIM,867.74584306096,519.133333333334,0.0,0.0,0.0,0.0,1479.65,4739.5,0.0,0.0,1939.17509727627,-348.61250972762605,-867.74584306096,-867.74584306096,-867.74584306096,-867.74584306096,611.90415693904,3871.75415693904,-867.74584306096,-867.74584306096,1071.4292542153098,0,NÃO,30,31.58,35,15.09,23.335,8.0,1.0,1.0,0.0,0.0,0.0,,,,6,5,0.706568139664969,44,1.3054442960985,7,37407.9795054,26719.985361,29051.029307275,25215.28203975,0.5,10.914770218152913
JAGUARUNA SC,SC,JAGUARUNA,-28.6237365,-49.0288664,721,719,830,628,19755,326.505,60.50443331648826,19755,326.505,454691,94308,75063,173725,84967,26627,5,Centro Local,5,Centro Local,,,,,,5,,2.02530586526477,,8,106.0,15.0,24.0,34.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,33181.4212196148,1244.6,3073.46666666666,0.0,0.0,0.0,0.0,4016.55271729526,306906.692535679,8316.36142504276,6342.8369996124,-31936.8212196148,-30107.95455294814,-33181.4212196148,-33181.4212196148,-33181.4212196148,-33181.4212196148,-29164.86850231954,273725.2713160642,-24865.05979457204,-26838.5842200024,0,NÃO,53,55.79,53,22.84,39.315,8.0,1.0,0.0,0.0,0.0,1.0,,,,6,5,2.48038471273095,216,10.78705553336,7,52184.36118555,26407.56607475,38800.5106066,22666.42375415,0.5,23.01650215135409
JAIBA MG,MG,JAIBA,-15.3373744,-43.6734439,638,619,789,531,38413,2635.467,14.57540542150594,38413,2635.467,522371,152783,59391,136336,135392,38468,5,Centro Local,5,Centro Local,,,,,,4,2.18752072083646,2.18752072083646,0.0,8,154.0,12.0,25.0,65.0,52.0,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SIM,4221.05524890632,5036.18333333333,3315.0,2091.0,0.0,522.75,19095.5324733028,6561.23333333333,0.0,0.0,1645.74468085106,815.1280844270095,-906.0552489063202,-2130.05524890632,-4221.05524890632,-3698.30524890632,14874.47722439648,2340.1780844270097,-4221.05524890632,-4221.05524890632,-2575.3105680552603,0,NÃO,44,46.32,39,16.81,31.565,8.0,1.0,1.0,1.0,0.0,0.0,,,7.0,6,4,0.650821336526697,51,1.3107507260531,7,302678.3744753,146068.97075815,334678.590667892,117491.1837386,0.5,13.598807695311484
JAICOS PI,PI,JAICOS,-7.3584791,-41.1446059,524,556,709,366,19035,865.144,22.002117566555395,19035,865.144,146017,12815,5511,51419,66473,9800,4B,Centro de Zona B,4B,Centro de Zona B,,,,,,5,1.57978359661681,1.57978359661681,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,8877.23764320725,6435.44224777409,6704.01666666667,1742.16666666667,0.0,8327.86112167983,8197.81121447143,24947.4610357304,0.0,0.0,30718.4290761473,-2441.7953954331606,-2173.2209765405805,-7135.070976540581,-8877.23764320725,-549.3765215274198,-679.4264287358201,16070.22339252315,-8877.23764320725,-8877.23764320725,21841.19143294005,0,NÃO,31,32.63,25,10.78,21.705,,,,,,,,,7.0,6,5,1.83871815077489,21,1.09924623115578,7,28050.7542073,24506.9375092,18288.7312314,46901.63122215,2.0,7.670974520619911
JALES SP,SP,JALES,-20.2671767,-50.5492435,776,750,855,730,52631,506.539,103.90315454486228,52631,506.539,1398847,79208,240394,793260,188152,97832,3B,Centro Sub-Regional B,4A,Centro de Zona A,3.0,Médio para fraco,Centro Sub-Regional,3b,Centro sub-regional B,3,3.28284860283465,2.43775056282039,0.845098040014257,7,274.0,45.0,68.0,87.0,74.0,5,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,SIM,70465.0583088609,90021.013532519,99176.707657118,92869.1689462459,175973.303748316,50726.5270348519,36772.8524608088,44661.5102479844,0.0,37012.2577148082,75409.0254496616,19555.955223658108,28711.64934825709,22404.110637385005,105508.24543945507,-19738.531274009,-33692.2058480521,-25803.5480608765,-70465.0583088609,-33452.8005940527,4943.967140800698,0,NÃO,75,78.95,106,45.69,62.32,6.0,1.0,1.0,1.0,1.0,1.0,6.0,,7.0,6,2,2.92603218635405,740,14.0310959423587,6,1200024.02526263,1287880.58750426,734887.407903102,252009.929947735,1.5,26.578385362238986
JAMPRUCA MG,MG,JAMPRUCA,-18.4613981,-41.8092299,609,605,781,479,5378,517.095,10.400409982691768,5378,517.095,51672,15890,1793,10123,22801,1066,5,Centro Local,5,Centro Local,,,,,,5,,1.23044892137827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,52.6583333333333,0.0,0.0,0.0,0.0,0.0,526.583333333333,0.0,0.0,0.0,0.0,-52.6583333333333,-52.6583333333333,-52.6583333333333,-52.6583333333333,-52.6583333333333,473.9249999999997,-52.6583333333333,-52.6583333333333,-52.6583333333333,-52.6583333333333,1,NÃO,12,12.63,5,2.16,7.395,,,,,,,,,,6,5,0.0,5,0.925240562546262,7,0.0,0.0,0.0,0.0,0.5,9.608032725920417
JANAUBA MG,MG,JANAUBA,-15.8019291,-43.309246,696,654,796,649,78769,2302.262,34.21374283204952,78769,2302.262,1142218,98174,123725,531324,291056,97939,3B,Centro Sub-Regional B,3B,Centro Sub-Regional B,3.0,Médio para fraco,Centro de Zona,,,3,3.31344537042641,2.53529412004277,0.778151250383644,7,343.0,49.0,136.0,83.0,75.0,6,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SIM,61325.6119993502,67475.9766666667,74629.2366666667,85217.1233333334,41899.19,83711.5666666666,88748.0833333333,66418.9,0.0,38703.45,43168.1749087897,6150.3646673164985,13303.624667316491,23891.511333983195,-19426.4219993502,22385.9546673164,27422.4713339831,5093.288000649794,-61325.6119993502,-22622.161999350203,-18157.437090560503,0,NÃO,65,68.42,84,36.21,52.315,7.0,1.0,1.0,1.0,0.0,1.0,5.0,7.0,6.0,6,3,1.9169978037045,396,5.00328498509122,7,619798.631751059,500276.91651229,674997.757577401,386605.848028733,1.5,14.500856936104306
JANDAIA DO SUL PR,PR,JANDAIA DO SUL,-23.6003907,-51.645674,747,741,801,703,28935,350.988,82.43871585353345,28935,350.988,773577,66736,138701,359521,121237,87383,4A,Centro de Zona A,4A,Centro de Zona A,4.0,Médio,Centro Sub-Regional,4a,Centro local A,3,2.68304703823885,2.38201704257487,0.301029995663981,7,241.0,34.0,100.0,57.0,50.0,8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,SIM,13660.3309134631,10604.0333333333,12643.05,2249.79333333334,2780.98333333334,28470.7533333333,1706.23333333333,8875.02666666667,0.0,4728.66666666667,64379.3839494457,-3056.2975801298,-1017.2809134631008,-11410.53758012976,-10879.34758012976,14810.4224198702,-11954.09758012977,-4785.30424679643,-13660.3309134631,-8931.66424679643,50719.0530359826,0,NÃO,71,74.74,80,34.48,54.61,7.0,1.0,1.0,1.0,0.0,1.0,6.0,,,6,3,11.7850354242267,384,13.2226851692435,7,193866.481482357,30358.5576135,166591.596828973,116383.45570049,1.0,26.734992223950233
JANDAIRA BA,BA,JANDAIRA,-11.5628009,-37.7820255,550,511,749,435,10691,643.747,16.60745603474657,10691,643.747,194177,120213,10934,24753,35537,2739,5,Centro Local,5,Centro Local,,,,,,5,,1.14612803567824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,575.175000000001,0.0,0.0,0.0,0.0,0.0,2563.0,3188.75,0.0,0.0,0.0,-575.175000000001,-575.175000000001,-575.175000000001,-575.175000000001,-575.175000000001,1987.824999999999,2613.574999999999,-575.175000000001,-575.175000000001,-575.175000000001,1,NÃO,9,9.47,15,6.47,7.97,,,,,,,,,,6,5,0.0,9,0.840414604538239,7,8983.329473125,7699.99669125,19249.991728125,0.0,0.5,18.162660181461042
JANDAIRA RN,RN,JANDAIRA,-5.3556267,-36.1279455,569,561,709,462,6863,442.754,15.500706938841883,6863,442.754,63966,2443,6300,14198,35365,5659,5,Centro Local,5,Centro Local,,,,,,5,,1.25527250510331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,1098.17026620062,0.0,0.0,0.0,0.0,0.0,181.733333333333,82.5999999999999,0.0,0.0,9619.19906247221,-1098.17026620062,-1098.17026620062,-1098.17026620062,-1098.17026620062,-1098.17026620062,-916.436932867287,-1015.5702662006202,-1098.17026620062,-1098.17026620062,8521.028796271588,1,NÃO,8,8.42,9,3.88,6.15,,,,,,,,,,6,5,0.43712662101122,3,0.436173306193661,7,0.0,0.0,0.0,0.0,0.5,9.320413813201224
JANDUIS RN,RN,JANDUIS,-6.0021573,-37.47407798950412,615,567,776,529,5289,304.901,17.34661414688702,5289,304.901,55026,2741,12118,12055,26434,1677,5,Centro Local,5,Centro Local,,,,,,5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,66.3062071977637,152.266666666667,0.0,0.0,0.0,0.0,0.0,179.1,0.0,0.0,270.001886792452,85.9604594689033,-66.3062071977637,-66.3062071977637,-66.3062071977637,-66.3062071977637,-66.3062071977637,112.7937928022363,-66.3062071977637,-66.3062071977637,203.6956795946884,1,NÃO,14,14.74,6,2.59,8.665,,,,,,,,,,6,5,3.78143316316884,9,1.70842824601367,7,0.0,0.0,0.0,0.0,0.5,10.403857061826432
JANGADA MT,MT,JANGADA,-15.2309904,-56.4959264,630,567,805,549,8366,1296.747,6.451528324337747,8366,1296.747,223704,69761,65434,35111,42839,10559,5,Centro Local,5,Centro Local,,,,,,5,,1.50514997831991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,4450.39539816138,180.8,0.0,361.6,0.0,0.0,361.6,1084.8,0.0,0.0,41709.5760091295,-4269.59539816138,-4450.39539816138,-4088.795398161381,-4450.39539816138,-4450.39539816138,-4088.795398161381,-3365.59539816138,-4450.39539816138,-4450.39539816138,37259.18061096812,0,NÃO,24,25.26,21,9.05,17.155,8.0,0.0,1.0,0.0,0.0,0.0,,,,6,5,0.0,11,1.30812224997027,7,0.0,0.0,0.0,0.0,0.5,26.73966053071958
JANIOPOLIS PR,PR,JANIOPOLIS,-24.140124,-52.77836,696,688,826,593,5400,335.65,16.088187099657382,5400,335.65,167289,77477,6391,46797,29047,7577,5,Centro Local,5,Centro Local,,,,,,5,,1.25527250510331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,1006.56787052764,382.3,1076.46666666667,277.666666666667,0.0,0.0,955.750000000001,1495.0,0.0,0.0,5523.69907564674,-624.2678705276401,69.89879613903008,-728.901203860973,-1006.56787052764,-1006.56787052764,-50.817870527639,488.43212947236,-1006.56787052764,-1006.56787052764,4517.1312051191,0,NÃO,24,25.26,18,7.76,16.51,,,,,,,,,,6,5,0.0,5,0.953288846520496,7,123997.512681533,103530.099046667,106016.358851333,104313.3270158,0.5,30.979444444444443
JANUARIA MG,MG,JANUARIA,-15.4875,-44.361111,658,611,820,568,67628,6661.588,10.151933743125513,67628,6661.588,635194,36458,32263,290562,236737,39172,3B,Centro Sub-Regional B,4A,Centro de Zona A,3.0,Médio para fraco,Centro de Zona,3b,Centro sub-regional B,3,2.70926996097583,2.10720996964787,0.602059991327962,8,128.0,14.0,19.0,49.0,46.0,7,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,SIM,38740.6583160848,47828.23,48019.6266666667,24311.0266666667,8624.77,69322.1066666667,42257.3933333334,78910.27,0.0,1076.26666666667,38904.5816692591,9087.5716839152,9278.968350581898,-14429.6316494181,-30115.8883160848,30581.4483505819,3516.7350172485967,40169.6116839152,-38740.6583160848,-37664.39164941813,163.92335317430116,1,NÃO,47,49.47,66,28.45,38.96,7.0,1.0,1.0,1.0,0.0,1.0,5.0,,6.0,6,3,0.975927130774236,204,3.01142570340409,7,124536.256464467,53225.6603327667,115467.31918,131472.847071467,1.5,9.39247057431833
JANUARIO CICCO RN,RN,JANUARIO CICCO,-6.158053,-35.602085,574,511,771,481,10087,170.737,59.07916854577508,10087,170.737,62088,2220,2575,10173,45043,2076,5,Centro Local,5,Centro Local,,,,,,5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,155.937814244136,0.0,0.0,0.0,0.0,0.0,684.4,798.933697996916,0.0,0.0,0.0,-155.937814244136,-155.937814244136,-155.937814244136,-155.937814244136,-155.937814244136,528.462185755864,642.99588375278,-155.937814244136,-155.937814244136,-155.937814244136,1,NÃO,8,8.42,2,0.86,4.64,,,,,,,,,,6,5,1.78447506691782,5,0.491110892839603,7,676.570431,902.093908,3495.6138935,8684.84320025,0.5,6.15524933082185
JAPARATINGA AL,AL,JAPARATINGA,-9.087464,-35.263403,570,560,735,451,8317,85.356,97.4389615258447,8317,85.356,106845,39180,2613,31095,32224,1733,5,Centro Local,5,Centro Local,,,,,,5,,0.903089986991944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,769.372226614397,0.0,0.0,0.0,0.0,0.0,288.676666666667,0.0,0.0,0.0,7405.0455994773,-769.372226614397,-769.372226614397,-769.372226614397,-769.372226614397,-769.372226614397,-480.69555994773,-769.372226614397,-769.372226614397,-769.372226614397,6635.673372862903,0,NÃO,11,11.58,17,7.33,9.455,,,,,,,,,,6,5,0.0,29,3.468484631025,7,0.0,0.0,0.0,0.0,0.5,12.846579295419021
JAPARATUBA SE,SE,JAPARATUBA,-10.5934888,-36.941514,621,581,757,544,18576,365.621,50.806709680242655,18576,365.621,260397,35675,51368,62196,97441,13717,5,Centro Local,5,Centro Local,,,,,,5,1.49136169383427,1.49136169383427,0.0,,,,,,,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,NÃO,3192.44694815166,0.0,0.0,0.0,0.0,0.0,4616.25333333334,1759.63333333333,0.0,0.0,24535.6234967256,-3192.44694815166,-3192.44694815166,-3192.44694815166,-3192.44694815166,-3192.44694815166,1423.8063851816803,-1432.8136148183298,-3192.44694815166,-3192.44694815166,21343.17654857393,0,NÃO,19,20.0,20,8.62,14.31,8.0,1.0,0.0,0.0,0.0,0.0,,,7.0,6,5,0.0,7,0.373472763164915,6,28676.0974562084,18424.51454375,67595.908005,30226.08688675,0.5,14.017926356589147
JAPI RN,RN,JAPI,-6.4634348,-35.9456879,569,528,726,480,5117,188.99,27.075506640562992,5117,188.99,36861,1841,1232,6947,26081,760,5,Centro Local,5,Centro Local,,,,,,5,,0.903089986991944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,81.5000000000004,0.0,0.0,0.0,0.0,0.0,220.05,513.450000000002,0.0,0.0,0.0,-81.5000000000004,-81.5000000000004,-81.5000000000004,-81.5000000000004,-81.5000000000004,138.5499999999996,431.9500000000016,-81.5000000000004,-81.5000000000004,-81.5000000000004,1,NÃO,10,10.53,3,1.29,5.91,,,,,,,,,,6,5,0.195427008012507,1,0.19782393669634,7,0.0,0.0,0.0,0.0,0.5,7.203634942349033
JAPIRA PR,PR,JAPIRA,-23.8119773,-50.1397133,696,675,827,603,4995,188.287,26.52865041134013,4995,188.287,98124,50992,3780,17952,22829,2571,5,Centro Local,5,Centro Local,,,,,,5,,1.41497334797082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NÃO,729.783419913419,0.0,0.0,0.0,0.0,0.0,0.0,5709.36666666666,0.0,0.0,1588.46753246753,-729.783419913419,-729.783419913419,-729.783419913419,-729.783419913419,-729.783419913419,-729.783419913419,4979.583246753242,-729.783419913419,-729.783419913419,858.6841125541109,0,NÃO,21,22.11,13,5.6,13.855,,,,,,,,,,6,5,0.600600600600601,5,1.00120144173008,7,0.0,0.0,0.0,0.0,0.5,19.644444444444446
